Wvlgth Extraterrestrial_spectrm Direct_normal_irradiance Beam_normal_+circumsolar Global_horizn_irradiance Global_tilted_irradiance Zonal_ground_reflectance
.3200E+03 .7750E+00 .1710E+00 .1720E+00 .2319E+00 .2713E+00 .5014E-01
.3205E+03 .8260E+00 .1985E+00 .1997E+00 .2700E+00 .3155E+00 .5009E-01
.3210E+03 .7655E+00 .1977E+00 .1989E+00 .2697E+00 .3150E+00 .5004E-01
.3215E+03 .7190E+00 .1886E+00 .1897E+00 .2564E+00 .2997E+00 .4998E-01
.3220E+03 .7351E+00 .1815E+00 .1826E+00 .2437E+00 .2858E+00 .4990E-01
.3225E+03 .7115E+00 .1776E+00 .1786E+00 .2373E+00 .2787E+00 .4984E-01
.3230E+03 .6490E+00 .1706E+00 .1716E+00 .2283E+00 .2681E+00 .4979E-01
.3235E+03 .6814E+00 .1940E+00 .1951E+00 .2652E+00 .3094E+00 .4975E-01
.3240E+03 .7405E+00 .2146E+00 .2158E+00 .2925E+00 .3416E+00 .4969E-01
.3245E+03 .7880E+00 .2242E+00 .2255E+00 .3032E+00 .3549E+00 .4963E-01
.3250E+03 .8292E+00 .2263E+00 .2276E+00 .2979E+00 .3513E+00 .4954E-01
.3255E+03 .9138E+00 .2596E+00 .2611E+00 .3476E+00 .4080E+00 .4950E-01
.3260E+03 .9984E+00 .2992E+00 .3009E+00 .4010E+00 .4706E+00 .4945E-01
.3265E+03 .1017E+01 .3158E+00 .3176E+00 .4236E+00 .4969E+00 .4939E-01
.3270E+03 .1005E+01 .3114E+00 .3132E+00 .4152E+00 .4879E+00 .4933E-01
.3275E+03 .9868E+00 .3039E+00 .3056E+00 .4025E+00 .4739E+00 .4926E-01
.3280E+03 .9568E+00 .2839E+00 .2855E+00 .3724E+00 .4397E+00 .4919E-01
.3285E+03 .9340E+00 .2935E+00 .2951E+00 .3859E+00 .4553E+00 .4914E-01
.3290E+03 .1005E+01 .3284E+00 .3302E+00 .4328E+00 .5103E+00 .4908E-01
.3295E+03 .1096E+01 .3637E+00 .3657E+00 .4784E+00 .5643E+00 .4903E-01
.3300E+03 .1110E+01 .3683E+00 .3703E+00 .4817E+00 .5691E+00 .4896E-01
.3305E+03 .1043E+01 .3398E+00 .3416E+00 .4404E+00 .5217E+00 .4889E-01
.3310E+03 .9910E+00 .3219E+00 .3236E+00 .4149E+00 .4923E+00 .4883E-01
.3315E+03 .9940E+00 .3313E+00 .3331E+00 .4268E+00 .5065E+00 .4877E-01
.3320E+03 .9928E+00 .3417E+00 .3435E+00 .4408E+00 .5229E+00 .4872E-01
.3325E+03 .9800E+00 .3428E+00 .3446E+00 .4417E+00 .5242E+00 .4866E-01
.3330E+03 .9639E+00 .3372E+00 .3390E+00 .4321E+00 .5135E+00 .4860E-01
.3335E+03 .9370E+00 .3238E+00 .3255E+00 .4116E+00 .4903E+00 .4853E-01
.3340E+03 .9556E+00 .3310E+00 .3327E+00 .4188E+00 .4996E+00 .4847E-01
.3345E+03 .9886E+00 .3517E+00 .3535E+00 .4454E+00 .5312E+00 .4841E-01
.3350E+03 .1010E+01 .3651E+00 .3670E+00 .4619E+00 .5510E+00 .4835E-01
.3355E+03 .9745E+00 .3563E+00 .3581E+00 .4611E+00 .5464E+00 .4832E-01
.3360E+03 .8898E+00 .3272E+00 .3288E+00 .4219E+00 .5005E+00 .4826E-01
.3365E+03 .8290E+00 .3036E+00 .3052E+00 .3794E+00 .4542E+00 .4817E-01
.3370E+03 .8180E+00 .2990E+00 .3005E+00 .3715E+00 .4456E+00 .4810E-01
.3375E+03 .8773E+00 .3215E+00 .3231E+00 .3977E+00 .4776E+00 .4804E-01
.3380E+03 .9253E+00 .3460E+00 .3477E+00 .4281E+00 .5141E+00 .4798E-01
.3385E+03 .9578E+00 .3618E+00 .3637E+00 .4552E+00 .5439E+00 .4795E-01
.3390E+03 .9686E+00 .3686E+00 .3705E+00 .4599E+00 .5508E+00 .4788E-01
.3395E+03 .9890E+00 .3783E+00 .3802E+00 .4720E+00 .5653E+00 .4782E-01
.3400E+03 .1054E+01 .4029E+00 .4049E+00 .4916E+00 .5928E+00 .4774E-01
.3405E+03 .1046E+01 .4024E+00 .4044E+00 .5060E+00 .6047E+00 .4778E-01
.3410E+03 .9710E+00 .3778E+00 .3797E+00 .4650E+00 .5593E+00 .4775E-01
.3415E+03 .9590E+00 .3761E+00 .3780E+00 .4578E+00 .5524E+00 .4774E-01
.3420E+03 .9957E+00 .3926E+00 .3946E+00 .4755E+00 .5746E+00 .4773E-01
.3425E+03 .1028E+01 .4078E+00 .4098E+00 .4915E+00 .5949E+00 .4772E-01
.3430E+03 .1042E+01 .4149E+00 .4169E+00 .5003E+00 .6054E+00 .4773E-01
.3435E+03 .9830E+00 .3928E+00 .3947E+00 .4734E+00 .5730E+00 .4772E-01
.3440E+03 .8542E+00 .3405E+00 .3421E+00 .4166E+00 .5019E+00 .4774E-01
.3445E+03 .8130E+00 .3274E+00 .3290E+00 .3945E+00 .4776E+00 .4772E-01
.3450E+03 .9158E+00 .3723E+00 .3741E+00 .4430E+00 .5383E+00 .4771E-01
.3455E+03 .9702E+00 .3971E+00 .3990E+00 .4696E+00 .5717E+00 .4770E-01
.3460E+03 .9427E+00 .3880E+00 .3899E+00 .4567E+00 .5568E+00 .4769E-01
.3465E+03 .9559E+00 .3956E+00 .3975E+00 .4636E+00 .5660E+00 .4769E-01
.3470E+03 .9695E+00 .4028E+00 .4047E+00 .4717E+00 .5760E+00 .4769E-01
.3475E+03 .9332E+00 .3894E+00 .3913E+00 .4551E+00 .5561E+00 .4768E-01
.3480E+03 .9247E+00 .3882E+00 .3900E+00 .4507E+00 .5518E+00 .4768E-01
.3485E+03 .9372E+00 .3953E+00 .3971E+00 .4567E+00 .5600E+00 .4767E-01
.3490E+03 .8990E+00 .3812E+00 .3830E+00 .4389E+00 .5388E+00 .4767E-01
.3495E+03 .9197E+00 .3920E+00 .3938E+00 .4501E+00 .5530E+00 .4766E-01
.3500E+03 .1012E+01 .4335E+00 .4355E+00 .4962E+00 .6103E+00 .4766E-01
.3505E+03 .1085E+01 .4666E+00 .4688E+00 .5325E+00 .6556E+00 .4771E-01
.3510E+03 .1053E+01 .4547E+00 .4568E+00 .5180E+00 .6380E+00 .4776E-01
.3515E+03 .1013E+01 .4383E+00 .4403E+00 .5001E+00 .6157E+00 .4782E-01
.3520E+03 .9838E+00 .4283E+00 .4302E+00 .4859E+00 .5993E+00 .4787E-01
.3525E+03 .9260E+00 .4051E+00 .4070E+00 .4575E+00 .5651E+00 .4792E-01
.3530E+03 .9801E+00 .4310E+00 .4330E+00 .4848E+00 .5996E+00 .4797E-01
.3535E+03 .1075E+01 .4745E+00 .4767E+00 .5319E+00 .6586E+00 .4803E-01
.3540E+03 .1135E+01 .5023E+00 .5045E+00 .5612E+00 .6956E+00 .4808E-01
.3545E+03 .1144E+01 .5085E+00 .5107E+00 .5665E+00 .7028E+00 .4813E-01
.3550E+03 .1141E+01 .5092E+00 .5114E+00 .5659E+00 .7027E+00 .4818E-01
.3555E+03 .1096E+01 .4922E+00 .4944E+00 .5455E+00 .6779E+00 .4824E-01
.3560E+03 .1025E+01 .4624E+00 .4644E+00 .5110E+00 .6356E+00 .4829E-01
.3565E+03 .9591E+00 .4343E+00 .4362E+00 .4786E+00 .5959E+00 .4834E-01
.3570E+03 .8420E+00 .3825E+00 .3841E+00 .4204E+00 .5239E+00 .4840E-01
.3575E+03 .8501E+00 .3876E+00 .3893E+00 .4249E+00 .5299E+00 .4845E-01
.3580E+03 .7892E+00 .3612E+00 .3628E+00 .3949E+00 .4929E+00 .4850E-01
.3585E+03 .7310E+00 .3358E+00 .3373E+00 .3662E+00 .4575E+00 .4855E-01
.3590E+03 .8580E+00 .3956E+00 .3973E+00 .4303E+00 .5381E+00 .4861E-01
.3595E+03 .1032E+01 .4774E+00 .4794E+00 .5182E+00 .6484E+00 .4866E-01
.3600E+03 .1089E+01 .5056E+00 .5077E+00 .5473E+00 .6854E+00 .4871E-01
.3605E+03 .1027E+01 .4783E+00 .4804E+00 .5164E+00 .6473E+00 .4882E-01
.3610E+03 .9415E+00 .4405E+00 .4424E+00 .4743E+00 .5951E+00 .4893E-01
.3615E+03 .9180E+00 .4317E+00 .4336E+00 .4636E+00 .5822E+00 .4904E-01
.3620E+03 .9580E+00 .4528E+00 .4547E+00 .4851E+00 .6096E+00 .4915E-01
.3625E+03 .1045E+01 .4962E+00 .4983E+00 .5303E+00 .6670E+00 .4926E-01
.3630E+03 .1071E+01 .5108E+00 .5130E+00 .5447E+00 .6856E+00 .4937E-01
.3635E+03 .1038E+01 .4972E+00 .4993E+00 .5289E+00 .6663E+00 .4948E-01
.3640E+03 .1072E+01 .5154E+00 .5175E+00 .5470E+00 .6896E+00 .4959E-01
.3645E+03 .1059E+01 .5110E+00 .5132E+00 .5411E+00 .6827E+00 .4970E-01
.3650E+03 .1097E+01 .5312E+00 .5334E+00 .5611E+00 .7086E+00 .4981E-01
.3655E+03 .1204E+01 .5851E+00 .5876E+00 .6167E+00 .7793E+00 .4992E-01
.3660E+03 .1286E+01 .6275E+00 .6301E+00 .6599E+00 .8346E+00 .5003E-01
.3665E+03 .1284E+01 .6292E+00 .6318E+00 .6601E+00 .8355E+00 .5014E-01
.3670E+03 .1258E+01 .6181E+00 .6206E+00 .6470E+00 .8195E+00 .5025E-01
.3675E+03 .1232E+01 .6070E+00 .6095E+00 .6339E+00 .8036E+00 .5036E-01
.3680E+03 .1157E+01 .5720E+00 .5743E+00 .5960E+00 .7562E+00 .5047E-01
.3685E+03 .1146E+01 .5687E+00 .5710E+00 .5914E+00 .7508E+00 .5058E-01
.3690E+03 .1194E+01 .5951E+00 .5975E+00 .6174E+00 .7844E+00 .5069E-01
.3695E+03 .1279E+01 .6399E+00 .6425E+00 .6625E+00 .8424E+00 .5080E-01
.3700E+03 .1293E+01 .6494E+00 .6520E+00 .6709E+00 .8537E+00 .5091E-01
.3705E+03 .1166E+01 .5876E+00 .5900E+00 .6058E+00 .7714E+00 .5102E-01
.3710E+03 .1181E+01 .5975E+00 .5999E+00 .6146E+00 .7832E+00 .5113E-01
.3715E+03 .1225E+01 .6214E+00 .6239E+00 .6379E+00 .8135E+00 .5124E-01
.3720E+03 .1144E+01 .5822E+00 .5846E+00 .5964E+00 .7611E+00 .5135E-01
.3725E+03 .1088E+01 .5552E+00 .5574E+00 .5675E+00 .7248E+00 .5146E-01
.3730E+03 .1044E+01 .5352E+00 .5373E+00 .5460E+00 .6978E+00 .5157E-01
.3735E+03 .9390E+00 .4829E+00 .4848E+00 .4916E+00 .6287E+00 .5168E-01
.3740E+03 .9344E+00 .4820E+00 .4839E+00 .4898E+00 .6268E+00 .5179E-01
.3745E+03 .9250E+00 .4789E+00 .4808E+00 .4856E+00 .6219E+00 .5189E-01
.3750E+03 .9850E+00 .5114E+00 .5135E+00 .5176E+00 .6633E+00 .5200E-01
.3755E+03 .1087E+01 .5661E+00 .5683E+00 .5717E+00 .7332E+00 .5211E-01
.3760E+03 .1124E+01 .5868E+00 .5890E+00 .5914E+00 .7590E+00 .5222E-01
.3765E+03 .1104E+01 .5778E+00 .5801E+00 .5812E+00 .7465E+00 .5233E-01
.3770E+03 .1181E+01 .6205E+00 .6229E+00 .6230E+00 .8006E+00 .5244E-01
.3775E+03 .1315E+01 .6929E+00 .6956E+00 .6943E+00 .8929E+00 .5255E-01
.3780E+03 .1414E+01 .7473E+00 .7502E+00 .7474E+00 .9618E+00 .5266E-01
.3785E+03 .1376E+01 .7292E+00 .7320E+00 .7278E+00 .9373E+00 .5277E-01
.3790E+03 .1226E+01 .6511E+00 .6536E+00 .6486E+00 .8358E+00 .5288E-01
.3795E+03 .1098E+01 .5843E+00 .5865E+00 .5810E+00 .7492E+00 .5299E-01
.3800E+03 .1152E+01 .6146E+00 .6170E+00 .6100E+00 .7872E+00 .5310E-01
.3805E+03 .1231E+01 .6590E+00 .6615E+00 .6528E+00 .8430E+00 .5316E-01
.3810E+03 .1249E+01 .6710E+00 .6735E+00 .6635E+00 .8573E+00 .5321E-01
.3815E+03 .1122E+01 .6051E+00 .6074E+00 .5972E+00 .7721E+00 .5326E-01
.3820E+03 .9543E+00 .5161E+00 .5180E+00 .5085E+00 .6578E+00 .5332E-01
.3825E+03 .8231E+00 .4468E+00 .4484E+00 .4394E+00 .5688E+00 .5337E-01
.3830E+03 .7360E+00 .4007E+00 .4022E+00 .3934E+00 .5096E+00 .5342E-01
.3835E+03 .7110E+00 .3882E+00 .3896E+00 .3804E+00 .4931E+00 .5348E-01
.3840E+03 .8210E+00 .4495E+00 .4511E+00 .4397E+00 .5703E+00 .5353E-01
.3845E+03 .9862E+00 .5415E+00 .5435E+00 .5287E+00 .6862E+00 .5358E-01
.3850E+03 .1080E+01 .5948E+00 .5970E+00 .5798E+00 .7529E+00 .5364E-01
.3855E+03 .1030E+01 .5687E+00 .5709E+00 .5535E+00 .7192E+00 .5369E-01
.3860E+03 .9911E+00 .5492E+00 .5512E+00 .5335E+00 .6937E+00 .5374E-01
.3865E+03 .1028E+01 .5714E+00 .5735E+00 .5542E+00 .7210E+00 .5380E-01
.3870E+03 .1035E+01 .5770E+00 .5791E+00 .5586E+00 .7272E+00 .5385E-01
.3875E+03 .1019E+01 .5691E+00 .5712E+00 .5500E+00 .7165E+00 .5390E-01
.3880E+03 .1007E+01 .5640E+00 .5661E+00 .5442E+00 .7093E+00 .5396E-01
.3885E+03 .9974E+00 .5604E+00 .5625E+00 .5399E+00 .7041E+00 .5401E-01
.3890E+03 .1081E+01 .6089E+00 .6111E+00 .5856E+00 .7641E+00 .5406E-01
.3895E+03 .1196E+01 .6754E+00 .6778E+00 .6484E+00 .8467E+00 .5412E-01
.3900E+03 .1252E+01 .7090E+00 .7116E+00 .6796E+00 .8879E+00 .5417E-01
.3905E+03 .1260E+01 .7155E+00 .7181E+00 .6847E+00 .8951E+00 .5428E-01
.3910E+03 .1332E+01 .7585E+00 .7612E+00 .7247E+00 .9479E+00 .5439E-01
.3915E+03 .1349E+01 .7698E+00 .7726E+00 .7344E+00 .9611E+00 .5450E-01
.3920E+03 .1240E+01 .7093E+00 .7118E+00 .6755E+00 .8846E+00 .5461E-01
.3925E+03 .1031E+01 .5916E+00 .5937E+00 .5625E+00 .7371E+00 .5472E-01
.3930E+03 .7450E+00 .4286E+00 .4301E+00 .4070E+00 .5335E+00 .5483E-01
.3935E+03 .5912E+00 .3411E+00 .3423E+00 .3233E+00 .4241E+00 .5494E-01
.3940E+03 .7667E+00 .4434E+00 .4450E+00 .4197E+00 .5509E+00 .5505E-01
.3945E+03 .1056E+01 .6121E+00 .6143E+00 .5785E+00 .7597E+00 .5516E-01
.3950E+03 .1245E+01 .7234E+00 .7260E+00 .6826E+00 .8970E+00 .5527E-01
.3955E+03 .1324E+01 .7710E+00 .7738E+00 .7265E+00 .9551E+00 .5538E-01
.3960E+03 .1163E+01 .6784E+00 .6808E+00 .6383E+00 .8396E+00 .5549E-01
.3965E+03 .8433E+00 .4937E+00 .4954E+00 .4638E+00 .6104E+00 .5560E-01
.3970E+03 .6520E+00 .3827E+00 .3840E+00 .3589E+00 .4727E+00 .5571E-01
.3975E+03 .9614E+00 .5655E+00 .5675E+00 .5297E+00 .6979E+00 .5582E-01
.3980E+03 .1301E+01 .7664E+00 .7691E+00 .7168E+00 .9450E+00 .5593E-01
.3985E+03 .1534E+01 .9057E+00 .9089E+00 .8458E+00 .1116E+01 .5604E-01
.3990E+03 .1625E+01 .9623E+00 .9657E+00 .8974E+00 .1184E+01 .5615E-01
.3995E+03 .1672E+01 .9925E+00 .9959E+00 .9242E+00 .1220E+01 .5626E-01
.4000E+03 .1689E+01 .1004E+01 .1007E+01 .9335E+00 .1233E+01 .5637E-01
