Wvlgth Direct_normal_irradiance Difuse_horizn_irradiance RayleighScat_trnsmittnce Ozone_totl_transmittance Trace_gas__transmittance WaterVapor_transmittance Mixed_gas__transmittance Aerosol_tot_transmittnce Global_horizn_irradiance Global_tilted_irradiance
.3375E+03 .3444E+00 .2379E+00 .4723E+00 .9757E+00 .9979E+00 .1000E+01 .9996E+00 .8757E+00 .5623E+00 .2515E+00
.3380E+03 .3693E+00 .2548E+00 .4745E+00 .9872E+00 .9978E+00 .1000E+01 .9996E+00 .8759E+00 .6026E+00 .2697E+00
.3385E+03 .3858E+00 .2821E+00 .4767E+00 .9929E+00 .9963E+00 .1000E+01 .9996E+00 .8761E+00 .6454E+00 .2905E+00
.3390E+03 .3927E+00 .2818E+00 .4789E+00 .9944E+00 .9966E+00 .1000E+01 .9995E+00 .8762E+00 .6516E+00 .2930E+00
.3395E+03 .4026E+00 .2898E+00 .4811E+00 .9933E+00 .9972E+00 .1000E+01 .9995E+00 .8764E+00 .6690E+00 .3011E+00
.3400E+03 .4290E+00 .2883E+00 .4833E+00 .9878E+00 .9975E+00 .1000E+01 .9994E+00 .8766E+00 .6923E+00 .3100E+00
.3405E+03 .4281E+00 .2859E+00 .4855E+00 .9888E+00 .9975E+00 .1000E+01 .9992E+00 .8767E+00 .6890E+00 .3086E+00
.3410E+03 .4011E+00 .2810E+00 .4877E+00 .9941E+00 .9973E+00 .1000E+01 .9991E+00 .8769E+00 .6588E+00 .2963E+00
.3415E+03 .3989E+00 .2719E+00 .4899E+00 .9966E+00 .9972E+00 .1000E+01 .9989E+00 .8771E+00 .6475E+00 .2908E+00
.3420E+03 .4163E+00 .2806E+00 .4920E+00 .9971E+00 .9974E+00 .1000E+01 .9987E+00 .8772E+00 .6726E+00 .3020E+00
.3425E+03 .4319E+00 .2879E+00 .4942E+00 .9977E+00 .9976E+00 .1000E+01 .9985E+00 .8774E+00 .6947E+00 .3118E+00
.3430E+03 .4391E+00 .2941E+00 .4963E+00 .9963E+00 .9976E+00 .1000E+01 .9984E+00 .8776E+00 .7077E+00 .3179E+00
.3435E+03 .4156E+00 .2788E+00 .4985E+00 .9953E+00 .9971E+00 .1000E+01 .9984E+00 .8777E+00 .6702E+00 .3013E+00
.3440E+03 .3605E+00 .2528E+00 .5006E+00 .9895E+00 .9969E+00 .1000E+01 .9985E+00 .8779E+00 .5924E+00 .2675E+00
.3445E+03 .3461E+00 .2335E+00 .5027E+00 .9932E+00 .9971E+00 .1000E+01 .9987E+00 .8780E+00 .5595E+00 .2519E+00
.3450E+03 .3930E+00 .2567E+00 .5048E+00 .9963E+00 .9972E+00 .1000E+01 .9990E+00 .8782E+00 .6268E+00 .2817E+00
.3455E+03 .4188E+00 .2696E+00 .5069E+00 .9973E+00 .9974E+00 .1000E+01 .9993E+00 .8784E+00 .6639E+00 .2982E+00
.3460E+03 .4089E+00 .2602E+00 .5090E+00 .9980E+00 .9973E+00 .1000E+01 .9995E+00 .8785E+00 .6454E+00 .2898E+00
.3465E+03 .4167E+00 .2626E+00 .5111E+00 .9984E+00 .9972E+00 .1000E+01 .9996E+00 .8787E+00 .6550E+00 .2940E+00
.3470E+03 .4240E+00 .2677E+00 .5132E+00 .9974E+00 .9972E+00 .1000E+01 .9997E+00 .8789E+00 .6671E+00 .2997E+00
.3475E+03 .4098E+00 .2580E+00 .5153E+00 .9970E+00 .9973E+00 .1000E+01 .9997E+00 .8790E+00 .6439E+00 .2894E+00
.3480E+03 .4081E+00 .2526E+00 .5174E+00 .9983E+00 .9969E+00 .1000E+01 .9998E+00 .8792E+00 .6370E+00 .2861E+00
.3485E+03 .4154E+00 .2541E+00 .5194E+00 .9990E+00 .9962E+00 .1000E+01 .9998E+00 .8793E+00 .6452E+00 .2897E+00
.3490E+03 .4003E+00 .2429E+00 .5215E+00 .9992E+00 .9966E+00 .1000E+01 .9998E+00 .8795E+00 .6199E+00 .2783E+00
.3495E+03 .4114E+00 .2485E+00 .5235E+00 .9991E+00 .9971E+00 .1000E+01 .9997E+00 .8796E+00 .6359E+00 .2856E+00
.3500E+03 .4547E+00 .2728E+00 .5256E+00 .9992E+00 .9973E+00 .1000E+01 .9997E+00 .8798E+00 .7011E+00 .3148E+00
.3505E+03 .4893E+00 .2917E+00 .5276E+00 .9992E+00 .9972E+00 .1000E+01 .9997E+00 .8800E+00 .7525E+00 .3379E+00
.3510E+03 .4766E+00 .2836E+00 .5296E+00 .9986E+00 .9970E+00 .1000E+01 .9997E+00 .8801E+00 .7325E+00 .3291E+00
.3515E+03 .4594E+00 .2753E+00 .5316E+00 .9970E+00 .9971E+00 .1000E+01 .9996E+00 .8803E+00 .7080E+00 .3184E+00
.3520E+03 .4485E+00 .2649E+00 .5337E+00 .9981E+00 .9972E+00 .1000E+01 .9996E+00 .8804E+00 .6872E+00 .3089E+00
.3525E+03 .4240E+00 .2475E+00 .5357E+00 .9988E+00 .9972E+00 .1000E+01 .9995E+00 .8806E+00 .6469E+00 .2907E+00
.3530E+03 .4509E+00 .2608E+00 .5377E+00 .9992E+00 .9975E+00 .1000E+01 .9995E+00 .8807E+00 .6854E+00 .3080E+00
.3535E+03 .4965E+00 .2849E+00 .5396E+00 .9995E+00 .9973E+00 .1000E+01 .9994E+00 .8809E+00 .7525E+00 .3381E+00
.3540E+03 .5257E+00 .2993E+00 .5416E+00 .9996E+00 .9968E+00 .1000E+01 .9993E+00 .8811E+00 .7944E+00 .3569E+00
.3545E+03 .5318E+00 .3008E+00 .5436E+00 .9997E+00 .9962E+00 .1000E+01 .9992E+00 .8812E+00 .8016E+00 .3602E+00
.3550E+03 .5320E+00 .2995E+00 .5456E+00 .9995E+00 .9962E+00 .1000E+01 .9991E+00 .8814E+00 .8006E+00 .3598E+00
.3555E+03 .5136E+00 .2873E+00 .5475E+00 .9996E+00 .9969E+00 .1000E+01 .9988E+00 .8815E+00 .7710E+00 .3466E+00
.3560E+03 .4820E+00 .2678E+00 .5495E+00 .9997E+00 .9971E+00 .1000E+01 .9986E+00 .8817E+00 .7218E+00 .3245E+00
.3565E+03 .4525E+00 .2499E+00 .5514E+00 .9997E+00 .9969E+00 .1000E+01 .9983E+00 .8818E+00 .6760E+00 .3039E+00
.3570E+03 .3983E+00 .2187E+00 .5533E+00 .9997E+00 .9965E+00 .1000E+01 .9979E+00 .8820E+00 .5938E+00 .2670E+00
.3575E+03 .4035E+00 .2200E+00 .5553E+00 .9997E+00 .9965E+00 .1000E+01 .9973E+00 .8821E+00 .6000E+00 .2698E+00
.3580E+03 .3758E+00 .2036E+00 .5572E+00 .9998E+00 .9967E+00 .1000E+01 .9968E+00 .8823E+00 .5575E+00 .2507E+00
.3585E+03 .3492E+00 .1880E+00 .5591E+00 .9998E+00 .9969E+00 .1000E+01 .9961E+00 .8824E+00 .5169E+00 .2324E+00
.3590E+03 .4111E+00 .2202E+00 .5610E+00 .9998E+00 .9971E+00 .1000E+01 .9955E+00 .8826E+00 .6074E+00 .2732E+00
.3595E+03 .4959E+00 .2646E+00 .5629E+00 .9995E+00 .9970E+00 .1000E+01 .9950E+00 .8827E+00 .7316E+00 .3291E+00
.3600E+03 .5249E+00 .2782E+00 .5648E+00 .9996E+00 .9970E+00 .1000E+01 .9947E+00 .8829E+00 .7726E+00 .3476E+00
.3605E+03 .4964E+00 .2613E+00 .5666E+00 .9997E+00 .9967E+00 .1000E+01 .9947E+00 .8830E+00 .7288E+00 .3279E+00
.3610E+03 .4570E+00 .2391E+00 .5685E+00 .9998E+00 .9965E+00 .1000E+01 .9950E+00 .8832E+00 .6695E+00 .3013E+00
.3615E+03 .4476E+00 .2329E+00 .5704E+00 .9999E+00 .9967E+00 .1000E+01 .9959E+00 .8833E+00 .6545E+00 .2946E+00
.3620E+03 .4693E+00 .2429E+00 .5722E+00 .9999E+00 .9967E+00 .1000E+01 .9969E+00 .8835E+00 .6849E+00 .3083E+00
.3625E+03 .5141E+00 .2647E+00 .5741E+00 .9999E+00 .9967E+00 .1000E+01 .9978E+00 .8836E+00 .7489E+00 .3372E+00
.3630E+03 .5290E+00 .2710E+00 .5759E+00 .9999E+00 .9967E+00 .1000E+01 .9985E+00 .8838E+00 .7693E+00 .3464E+00
.3635E+03 .5148E+00 .2624E+00 .5778E+00 .9999E+00 .9968E+00 .1000E+01 .9990E+00 .8839E+00 .7472E+00 .3366E+00
.3640E+03 .5334E+00 .2705E+00 .5796E+00 .9999E+00 .9969E+00 .1000E+01 .9993E+00 .8841E+00 .7728E+00 .3482E+00
.3645E+03 .5288E+00 .2667E+00 .5814E+00 .9999E+00 .9965E+00 .1000E+01 .9995E+00 .8842E+00 .7647E+00 .3445E+00
.3650E+03 .5494E+00 .2756E+00 .5832E+00 .9999E+00 .9962E+00 .1000E+01 .9997E+00 .8844E+00 .7931E+00 .3574E+00
.3655E+03 .6051E+00 .3018E+00 .5850E+00 .9999E+00 .9961E+00 .1000E+01 .9998E+00 .8845E+00 .8717E+00 .3929E+00
.3660E+03 .6486E+00 .3218E+00 .5868E+00 .9999E+00 .9964E+00 .1000E+01 .9998E+00 .8847E+00 .9327E+00 .4204E+00
.3665E+03 .6501E+00 .3209E+00 .5886E+00 .9999E+00 .9968E+00 .1000E+01 .9999E+00 .8848E+00 .9332E+00 .4208E+00
.3670E+03 .6386E+00 .3134E+00 .5904E+00 .1000E+01 .9966E+00 .1000E+01 .9999E+00 .8849E+00 .9148E+00 .4126E+00
.3675E+03 .6272E+00 .3062E+00 .5922E+00 .1000E+01 .9963E+00 .1000E+01 .9999E+00 .8851E+00 .8968E+00 .4045E+00
.3680E+03 .5910E+00 .2870E+00 .5939E+00 .1000E+01 .9964E+00 .1000E+01 .9999E+00 .8852E+00 .8436E+00 .3806E+00
.3685E+03 .5872E+00 .2837E+00 .5957E+00 .9999E+00 .9965E+00 .1000E+01 .9999E+00 .8854E+00 .8368E+00 .3776E+00
.3690E+03 .6140E+00 .2951E+00 .5974E+00 .9999E+00 .9965E+00 .1000E+01 .9999E+00 .8855E+00 .8734E+00 .3942E+00
.3695E+03 .6597E+00 .3154E+00 .5992E+00 .9999E+00 .9965E+00 .1000E+01 .9999E+00 .8857E+00 .9367E+00 .4228E+00
.3700E+03 .6690E+00 .3181E+00 .6009E+00 .1000E+01 .9965E+00 .1000E+01 .9999E+00 .8858E+00 .9482E+00 .4281E+00
.3705E+03 .6050E+00 .2862E+00 .6027E+00 .1000E+01 .9967E+00 .1000E+01 .9999E+00 .8859E+00 .8560E+00 .3865E+00
.3710E+03 .6148E+00 .2893E+00 .6044E+00 .1000E+01 .9968E+00 .1000E+01 .9999E+00 .8861E+00 .8683E+00 .3922E+00
.3715E+03 .6393E+00 .2992E+00 .6061E+00 .1000E+01 .9964E+00 .1000E+01 .9999E+00 .8862E+00 .9012E+00 .4071E+00
.3720E+03 .5988E+00 .2787E+00 .6078E+00 .1000E+01 .9960E+00 .1000E+01 .9999E+00 .8864E+00 .8426E+00 .3807E+00
.3725E+03 .5707E+00 .2643E+00 .6095E+00 .1000E+01 .9960E+00 .1000E+01 .9999E+00 .8865E+00 .8018E+00 .3623E+00
.3730E+03 .5499E+00 .2534E+00 .6112E+00 .1000E+01 .9963E+00 .1000E+01 .9999E+00 .8867E+00 .7713E+00 .3486E+00
.3735E+03 .4959E+00 .2274E+00 .6129E+00 .1000E+01 .9966E+00 .1000E+01 .9999E+00 .8868E+00 .6944E+00 .3139E+00
.3740E+03 .4948E+00 .2257E+00 .6146E+00 .1000E+01 .9965E+00 .1000E+01 .9999E+00 .8869E+00 .6918E+00 .3128E+00
.3745E+03 .4914E+00 .2231E+00 .6162E+00 .1000E+01 .9967E+00 .1000E+01 .9998E+00 .8871E+00 .6858E+00 .3102E+00
.3750E+03 .5246E+00 .2369E+00 .6179E+00 .1000E+01 .9965E+00 .1000E+01 .9998E+00 .8872E+00 .7310E+00 .3307E+00
.3755E+03 .5805E+00 .2607E+00 .6195E+00 .1000E+01 .9961E+00 .1000E+01 .9997E+00 .8873E+00 .8074E+00 .3653E+00
.3760E+03 .6016E+00 .2687E+00 .6212E+00 .1000E+01 .9959E+00 .1000E+01 .9995E+00 .8875E+00 .8353E+00 .3780E+00
.3765E+03 .5922E+00 .2632E+00 .6228E+00 .1000E+01 .9957E+00 .1000E+01 .9993E+00 .8876E+00 .8209E+00 .3715E+00
.3770E+03 .6356E+00 .2811E+00 .6245E+00 .1000E+01 .9962E+00 .1000E+01 .9990E+00 .8878E+00 .8797E+00 .3982E+00
.3775E+03 .7095E+00 .3122E+00 .6261E+00 .1000E+01 .9967E+00 .1000E+01 .9986E+00 .8879E+00 .9803E+00 .4439E+00
.3780E+03 .7649E+00 .3348E+00 .6277E+00 .1000E+01 .9967E+00 .1000E+01 .9981E+00 .8880E+00 .1055E+01 .4778E+00
.3785E+03 .7461E+00 .3247E+00 .6293E+00 .1000E+01 .9967E+00 .1000E+01 .9977E+00 .8882E+00 .1027E+01 .4651E+00
.3790E+03 .6660E+00 .2882E+00 .6309E+00 .1000E+01 .9966E+00 .1000E+01 .9973E+00 .8883E+00 .9154E+00 .4142E+00
.3795E+03 .5976E+00 .2571E+00 .6325E+00 .1000E+01 .9961E+00 .1000E+01 .9970E+00 .8884E+00 .8199E+00 .3709E+00
.3800E+03 .6285E+00 .2688E+00 .6341E+00 .1000E+01 .9959E+00 .1000E+01 .9969E+00 .8886E+00 .8607E+00 .3892E+00
.3805E+03 .6736E+00 .2867E+00 .6357E+00 .1000E+01 .9960E+00 .1000E+01 .9971E+00 .8887E+00 .9211E+00 .4164E+00
.3810E+03 .6856E+00 .2903E+00 .6373E+00 .1000E+01 .9962E+00 .1000E+01 .9975E+00 .8889E+00 .9360E+00 .4230E+00
.3815E+03 .6181E+00 .2605E+00 .6389E+00 .1000E+01 .9963E+00 .1000E+01 .9980E+00 .8890E+00 .8426E+00 .3806E+00
.3820E+03 .5271E+00 .2210E+00 .6404E+00 .1000E+01 .9963E+00 .1000E+01 .9984E+00 .8891E+00 .7174E+00 .3240E+00
.3825E+03 .4562E+00 .1903E+00 .6420E+00 .1000E+01 .9966E+00 .1000E+01 .9989E+00 .8893E+00 .6199E+00 .2799E+00
.3830E+03 .4091E+00 .1698E+00 .6435E+00 .1000E+01 .9965E+00 .1000E+01 .9992E+00 .8894E+00 .5551E+00 .2505E+00
.3835E+03 .3962E+00 .1637E+00 .6451E+00 .1000E+01 .9964E+00 .1000E+01 .9995E+00 .8895E+00 .5368E+00 .2423E+00
.3840E+03 .4586E+00 .1885E+00 .6466E+00 .1000E+01 .9962E+00 .1000E+01 .9996E+00 .8897E+00 .6205E+00 .2801E+00
.3845E+03 .5523E+00 .2260E+00 .6481E+00 .1000E+01 .9961E+00 .1000E+01 .9997E+00 .8898E+00 .7461E+00 .3368E+00
.3850E+03 .6065E+00 .2469E+00 .6497E+00 .1000E+01 .9961E+00 .1000E+01 .9998E+00 .8899E+00 .8181E+00 .3694E+00
.3855E+03 .5796E+00 .2349E+00 .6512E+00 .1000E+01 .9962E+00 .1000E+01 .9999E+00 .8901E+00 .7808E+00 .3525E+00
.3860E+03 .5594E+00 .2256E+00 .6527E+00 .1000E+01 .9963E+00 .1000E+01 .9999E+00 .8902E+00 .7524E+00 .3397E+00
.3865E+03 .5818E+00 .2335E+00 .6542E+00 .1000E+01 .9967E+00 .1000E+01 .9999E+00 .8903E+00 .7814E+00 .3528E+00
.3870E+03 .5873E+00 .2345E+00 .6557E+00 .1000E+01 .9963E+00 .1000E+01 .9999E+00 .8904E+00 .7876E+00 .3555E+00
.3875E+03 .5791E+00 .2300E+00 .6572E+00 .1000E+01 .9962E+00 .1000E+01 .9999E+00 .8906E+00 .7754E+00 .3500E+00
.3880E+03 .5737E+00 .2268E+00 .6587E+00 .9999E+00 .9961E+00 .1000E+01 .9999E+00 .8907E+00 .7671E+00 .3461E+00
.3885E+03 .5698E+00 .2242E+00 .6601E+00 .9999E+00 .9963E+00 .1000E+01 .9999E+00 .8908E+00 .7609E+00 .3433E+00
.3890E+03 .6189E+00 .2423E+00 .6616E+00 .9999E+00 .9961E+00 .1000E+01 .1000E+01 .8910E+00 .8252E+00 .3723E+00
.3895E+03 .6863E+00 .2673E+00 .6631E+00 .9999E+00 .9961E+00 .1000E+01 .1000E+01 .8911E+00 .9137E+00 .4122E+00
.3900E+03 .7203E+00 .2792E+00 .6645E+00 .9999E+00 .9962E+00 .1000E+01 .1000E+01 .8912E+00 .9576E+00 .4319E+00
.3905E+03 .7266E+00 .2803E+00 .6660E+00 .9999E+00 .9962E+00 .1000E+01 .1000E+01 .8914E+00 .9647E+00 .4351E+00
.3910E+03 .7700E+00 .2956E+00 .6674E+00 .9999E+00 .9963E+00 .1000E+01 .1000E+01 .8915E+00 .1021E+01 .4604E+00
.3915E+03 .7814E+00 .2985E+00 .6688E+00 .9999E+00 .9960E+00 .1000E+01 .1000E+01 .8916E+00 .1034E+01 .4664E+00
.3920E+03 .7197E+00 .2735E+00 .6703E+00 .9999E+00 .9958E+00 .1000E+01 .1000E+01 .8917E+00 .9514E+00 .4289E+00
.3925E+03 .6001E+00 .2270E+00 .6717E+00 .9999E+00 .9961E+00 .1000E+01 .1000E+01 .8919E+00 .7921E+00 .3571E+00
.3930E+03 .4346E+00 .1637E+00 .6731E+00 .9999E+00 .9964E+00 .1000E+01 .1000E+01 .8920E+00 .5730E+00 .2583E+00
.3935E+03 .3457E+00 .1296E+00 .6745E+00 .9999E+00 .9966E+00 .1000E+01 .1000E+01 .8921E+00 .4552E+00 .2052E+00
.3940E+03 .4493E+00 .1677E+00 .6759E+00 .9999E+00 .9965E+00 .1000E+01 .9999E+00 .8923E+00 .5908E+00 .2664E+00
.3945E+03 .6201E+00 .2304E+00 .6773E+00 .9999E+00 .9967E+00 .1000E+01 .9999E+00 .8924E+00 .8144E+00 .3672E+00
.3950E+03 .7327E+00 .2709E+00 .6787E+00 .9999E+00 .9964E+00 .1000E+01 .1000E+01 .8925E+00 .9610E+00 .4334E+00
.3955E+03 .7809E+00 .2874E+00 .6801E+00 .9999E+00 .9959E+00 .1000E+01 .1000E+01 .8926E+00 .1023E+01 .4613E+00
.3960E+03 .6869E+00 .2516E+00 .6815E+00 .9999E+00 .9960E+00 .1000E+01 .1000E+01 .8928E+00 .8985E+00 .4052E+00
.3965E+03 .4996E+00 .1822E+00 .6828E+00 .9999E+00 .9965E+00 .1000E+01 .1000E+01 .8929E+00 .6527E+00 .2944E+00
.3970E+03 .3871E+00 .1405E+00 .6842E+00 .9999E+00 .9966E+00 .1000E+01 .1000E+01 .8930E+00 .5051E+00 .2278E+00
.3975E+03 .5720E+00 .2066E+00 .6856E+00 .9999E+00 .9965E+00 .1000E+01 .1000E+01 .8931E+00 .7453E+00 .3361E+00
.3980E+03 .7752E+00 .2786E+00 .6869E+00 .9999E+00 .9958E+00 .1000E+01 .1000E+01 .8933E+00 .1009E+01 .4548E+00
.3985E+03 .9159E+00 .3277E+00 .6883E+00 .9999E+00 .9956E+00 .1000E+01 .1000E+01 .8934E+00 .1190E+01 .5368E+00
.3990E+03 .9726E+00 .3466E+00 .6896E+00 .9999E+00 .9965E+00 .1000E+01 .1000E+01 .8935E+00 .1263E+01 .5695E+00
.3995E+03 .1003E+01 .3558E+00 .6909E+00 .9999E+00 .9964E+00 .1000E+01 .1000E+01 .8936E+00 .1300E+01 .5866E+00
.4000E+03 .1014E+01 .3581E+00 .6923E+00 .9999E+00 .9956E+00 .1000E+01 .1000E+01 .8937E+00 .1313E+01 .5925E+00
