Wvlgth Extraterrestrial_spectrm Global_tilted_irradiance Beam_normal_+circumsolar Difuse_horiz-circumsolar
.1094E+04 .5606E+00 .5079E+00 .4655E+00 .3592E-01
.1095E+04 .5825E+00 .4895E+00 .4492E+00 .3416E-01
.1096E+04 .5860E+00 .4731E+00 .4345E+00 .3281E-01
.1097E+04 .5910E+00 .5446E+00 .4993E+00 .3839E-01
.1098E+04 .5870E+00 .4728E+00 .4344E+00 .3262E-01
.1099E+04 .5822E+00 .4775E+00 .4386E+00 .3296E-01
.1100E+04 .6000E+00 .4567E+00 .4199E+00 .3122E-01
.1101E+04 .5990E+00 .4673E+00 .4297E+00 .3197E-01
.1102E+04 .5820E+00 .4405E+00 .4053E+00 .2995E-01
.1103E+04 .5950E+00 .4383E+00 .4034E+00 .2964E-01
.1104E+04 .5930E+00 .4388E+00 .4039E+00 .2963E-01
.1105E+04 .5910E+00 .4765E+00 .4383E+00 .3249E-01
.1106E+04 .5900E+00 .3722E+00 .3435E+00 .2449E-01
.1107E+04 .5860E+00 .4532E+00 .4172E+00 .3062E-01
.1108E+04 .5865E+00 .3886E+00 .3585E+00 .2570E-01
.1109E+04 .5855E+00 .3881E+00 .3579E+00 .2569E-01
.1110E+04 .5870E+00 .4506E+00 .4150E+00 .3022E-01
.1111E+04 .5825E+00 .3115E+00 .2880E+00 .2012E-01
.1112E+04 .5834E+00 .3889E+00 .3588E+00 .2564E-01
.1113E+04 .5780E+00 .2520E+00 .2335E+00 .1586E-01
.1114E+04 .5840E+00 .2815E+00 .2607E+00 .1778E-01
.1115E+04 .5820E+00 .2346E+00 .2174E+00 .1471E-01
.1116E+04 .5750E+00 .1886E+00 .1753E+00 .1143E-01
.1117E+04 .5830E+00 .7405E-01 .6937E-01 .4058E-02
.1118E+04 .5722E+00 .2040E+00 .1894E+00 .1246E-01
.1119E+04 .5715E+00 .1057E+00 .9867E-01 .6082E-02
.1120E+04 .5685E+00 .1325E+00 .1237E+00 .7628E-02
.1121E+04 .5720E+00 .1738E+00 .1620E+00 .1021E-01
.1122E+04 .5750E+00 .7604E-01 .7125E-01 .4157E-02
.1123E+04 .5740E+00 .1197E+00 .1118E+00 .6853E-02
.1124E+04 .5725E+00 .1016E+00 .9486E-01 .5782E-02
.1125E+04 .5701E+00 .1349E+00 .1259E+00 .7773E-02
.1126E+04 .5530E+00 .4787E-01 .4502E-01 .2482E-02
.1127E+04 .5618E+00 .1471E+00 .1372E+00 .8482E-02
.1128E+04 .5683E+00 .9241E-01 .8662E-01 .5019E-02
.1129E+04 .5684E+00 .9870E-01 .9247E-01 .5394E-02
.1130E+04 .5640E+00 .6561E-01 .6163E-01 .3456E-02
.1131E+04 .5680E+00 .2772E+00 .2578E+00 .1672E-01
.1132E+04 .5700E+00 .2195E+00 .2044E+00 .1302E-01
.1133E+04 .5619E+00 .1433E+00 .1339E+00 .8074E-02
.1134E+04 .5635E+00 .3870E-01 .3647E-01 .1944E-02
.1135E+04 .5625E+00 .1435E-01 .1352E-01 .7229E-03
.1136E+04 .5648E+00 .1202E+00 .1126E+00 .6598E-02
.1137E+04 .5520E+00 .2699E+00 .2513E+00 .1600E-01
.1138E+04 .5440E+00 .1906E+00 .1777E+00 .1112E-01
.1139E+04 .5530E+00 .2807E+00 .2608E+00 .1713E-01
.1140E+04 .5557E+00 .2404E+00 .2238E+00 .1434E-01
.1141E+04 .5430E+00 .1814E+00 .1692E+00 .1052E-01
.1142E+04 .5553E+00 .2110E+00 .1966E+00 .1238E-01
.1143E+04 .5496E+00 .2930E+00 .2725E+00 .1757E-01
.1144E+04 .5450E+00 .1060E+00 .9922E-01 .5899E-02
.1145E+04 .5500E+00 .1366E+00 .1279E+00 .7540E-02
.1146E+04 .5541E+00 .1474E+00 .1380E+00 .8132E-02
.1147E+04 .5541E+00 .5497E-01 .5183E-01 .2741E-02
.1148E+04 .5503E+00 .2549E+00 .2373E+00 .1508E-01
.1149E+04 .5479E+00 .2052E+00 .1914E+00 .1187E-01
.1150E+04 .5462E+00 .1140E+00 .1067E+00 .6305E-02
.1151E+04 .5453E+00 .1908E+00 .1782E+00 .1088E-01
.1152E+04 .5417E+00 .2326E+00 .2169E+00 .1353E-01
.1153E+04 .5431E+00 .2240E+00 .2087E+00 .1316E-01
.1154E+04 .5465E+00 .1332E+00 .1249E+00 .7195E-02
.1155E+04 .5473E+00 .2947E+00 .2743E+00 .1750E-01
.1156E+04 .5402E+00 .2642E+00 .2462E+00 .1551E-01
.1157E+04 .5437E+00 .2961E+00 .2756E+00 .1759E-01
.1158E+04 .5433E+00 .2934E+00 .2732E+00 .1740E-01
.1159E+04 .5355E+00 .3174E+00 .2953E+00 .1899E-01
.1160E+04 .5293E+00 .2697E+00 .2512E+00 .1586E-01
.1161E+04 .5190E+00 .3274E+00 .3045E+00 .1969E-01
.1162E+04 .5334E+00 .3298E+00 .3068E+00 .1976E-01
.1163E+04 .5371E+00 .4413E+00 .4095E+00 .2721E-01
.1164E+04 .5268E+00 .3790E+00 .3522E+00 .2302E-01
.1165E+04 .5348E+00 .3640E+00 .3386E+00 .2183E-01
.1166E+04 .5223E+00 .3536E+00 .3288E+00 .2130E-01
.1167E+04 .5298E+00 .3867E+00 .3594E+00 .2342E-01
.1168E+04 .5341E+00 .3944E+00 .3666E+00 .2381E-01
.1169E+04 .5164E+00 .3980E+00 .3699E+00 .2409E-01
.1170E+04 .5287E+00 .4323E+00 .4016E+00 .2635E-01
.1171E+04 .5307E+00 .4222E+00 .3923E+00 .2564E-01
.1172E+04 .5306E+00 .4295E+00 .3990E+00 .2615E-01
.1173E+04 .5269E+00 .4302E+00 .3998E+00 .2609E-01
.1174E+04 .5276E+00 .3159E+00 .2944E+00 .1849E-01
.1175E+04 .5185E+00 .4265E+00 .3963E+00 .2586E-01
.1176E+04 .5104E+00 .4505E+00 .4183E+00 .2755E-01
.1177E+04 .5230E+00 .4455E+00 .4140E+00 .2702E-01
.1178E+04 .5170E+00 .3399E+00 .3166E+00 .2007E-01
.1179E+04 .5150E+00 .4571E+00 .4246E+00 .2782E-01
.1180E+04 .5220E+00 .4163E+00 .3872E+00 .2496E-01
.1181E+04 .5184E+00 .4294E+00 .3994E+00 .2576E-01
.1182E+04 .5174E+00 .3051E+00 .2845E+00 .1772E-01
.1183E+04 .4882E+00 .4143E+00 .3854E+00 .2485E-01
.1184E+04 .5110E+00 .3967E+00 .3693E+00 .2356E-01
.1185E+04 .5160E+00 .3848E+00 .3584E+00 .2268E-01
.1186E+04 .5152E+00 .4508E+00 .4193E+00 .2702E-01
.1187E+04 .5146E+00 .4308E+00 .4009E+00 .2563E-01
.1188E+04 .5101E+00 .3163E+00 .2952E+00 .1818E-01
.1189E+04 .4840E+00 .3929E+00 .3658E+00 .2325E-01
.1190E+04 .5058E+00 .4371E+00 .4068E+00 .2602E-01
.1191E+04 .5135E+00 .4219E+00 .3930E+00 .2484E-01
.1192E+04 .5118E+00 .4476E+00 .4166E+00 .2658E-01
.1193E+04 .5106E+00 .4295E+00 .4000E+00 .2537E-01
.1194E+04 .5113E+00 .4433E+00 .4128E+00 .2621E-01
.1195E+04 .5059E+00 .4223E+00 .3935E+00 .2477E-01
.1196E+04 .5056E+00 .4075E+00 .3799E+00 .2375E-01
.1197E+04 .5029E+00 .4512E+00 .4202E+00 .2665E-01
.1198E+04 .4922E+00 .4102E+00 .3823E+00 .2403E-01
.1199E+04 .4743E+00 .3449E+00 .3220E+00 .1980E-01
.1200E+04 .5000E+00 .4237E+00 .3950E+00 .2473E-01
.1201E+04 .5058E+00 .4134E+00 .3855E+00 .2396E-01
.1202E+04 .5070E+00 .4132E+00 .3854E+00 .2397E-01
.1203E+04 .4884E+00 .4101E+00 .3825E+00 .2375E-01
.1204E+04 .4870E+00 .3424E+00 .3199E+00 .1946E-01
.1205E+04 .5019E+00 .4130E+00 .3853E+00 .2388E-01
.1206E+04 .4987E+00 .4546E+00 .4238E+00 .2652E-01
.1207E+04 .5014E+00 .4061E+00 .3791E+00 .2329E-01
.1208E+04 .4896E+00 .4092E+00 .3819E+00 .2354E-01
.1209E+04 .4664E+00 .3916E+00 .3654E+00 .2253E-01
.1210E+04 .4922E+00 .4285E+00 .3999E+00 .2472E-01
.1211E+04 .4791E+00 .3987E+00 .3722E+00 .2283E-01
.1212E+04 .4906E+00 .4014E+00 .3749E+00 .2281E-01
.1213E+04 .4919E+00 .4439E+00 .4142E+00 .2556E-01
.1214E+04 .4893E+00 .4100E+00 .3829E+00 .2331E-01
.1215E+04 .4904E+00 .4039E+00 .3774E+00 .2289E-01
.1216E+04 .4888E+00 .4408E+00 .4115E+00 .2527E-01
.1217E+04 .4876E+00 .4304E+00 .4019E+00 .2456E-01
.1218E+04 .4860E+00 .4340E+00 .4053E+00 .2475E-01
.1219E+04 .4823E+00 .4222E+00 .3945E+00 .2396E-01
.1220E+04 .4843E+00 .4331E+00 .4045E+00 .2462E-01
.1221E+04 .4834E+00 .4400E+00 .4110E+00 .2504E-01
.1222E+04 .4813E+00 .4268E+00 .3988E+00 .2418E-01
.1223E+04 .4760E+00 .4199E+00 .3924E+00 .2372E-01
.1224E+04 .4822E+00 .4238E+00 .3961E+00 .2387E-01
.1225E+04 .4792E+00 .4373E+00 .4086E+00 .2473E-01
.1226E+04 .4803E+00 .4428E+00 .4138E+00 .2505E-01
.1227E+04 .4684E+00 .4094E+00 .3828E+00 .2294E-01
.1228E+04 .4744E+00 .4414E+00 .4125E+00 .2493E-01
.1229E+04 .4772E+00 .4420E+00 .4131E+00 .2489E-01
.1230E+04 .4750E+00 .4352E+00 .4069E+00 .2443E-01
.1231E+04 .4742E+00 .4466E+00 .4175E+00 .2515E-01
.1232E+04 .4690E+00 .4412E+00 .4125E+00 .2480E-01
.1233E+04 .4712E+00 .4295E+00 .4017E+00 .2397E-01
.1234E+04 .4695E+00 .4449E+00 .4160E+00 .2496E-01
.1235E+04 .4664E+00 .4401E+00 .4116E+00 .2463E-01
.1236E+04 .4686E+00 .4439E+00 .4152E+00 .2482E-01
.1237E+04 .4679E+00 .4385E+00 .4103E+00 .2443E-01
.1238E+04 .4675E+00 .4429E+00 .4144E+00 .2469E-01
.1239E+04 .4623E+00 .4380E+00 .4098E+00 .2437E-01
.1240E+04 .4597E+00 .4361E+00 .4081E+00 .2424E-01
.1241E+04 .4644E+00 .4373E+00 .4092E+00 .2423E-01
.1242E+04 .4617E+00 .4378E+00 .4098E+00 .2425E-01
.1243E+04 .4565E+00 .4332E+00 .4055E+00 .2396E-01
.1244E+04 .4554E+00 .4310E+00 .4035E+00 .2380E-01
.1245E+04 .4560E+00 .4323E+00 .4047E+00 .2383E-01
.1246E+04 .4587E+00 .4350E+00 .4073E+00 .2395E-01
.1247E+04 .4577E+00 .4331E+00 .4057E+00 .2380E-01
.1248E+04 .4608E+00 .4342E+00 .4067E+00 .2380E-01
.1249E+04 .4601E+00 .4353E+00 .4077E+00 .2384E-01
.1250E+04 .4586E+00 .4328E+00 .4055E+00 .2366E-01
.1251E+04 .4564E+00 .4286E+00 .4016E+00 .2337E-01
.1252E+04 .4520E+00 .4271E+00 .4002E+00 .2327E-01
.1253E+04 .4537E+00 .4240E+00 .3974E+00 .2303E-01
.1254E+04 .4536E+00 .4201E+00 .3939E+00 .2274E-01
.1255E+04 .4530E+00 .4269E+00 .4002E+00 .2314E-01
.1256E+04 .4519E+00 .4169E+00 .3910E+00 .2248E-01
.1257E+04 .4488E+00 .4123E+00 .3867E+00 .2218E-01
.1258E+04 .4512E+00 .4215E+00 .3953E+00 .2271E-01
.1259E+04 .4480E+00 .4046E+00 .3797E+00 .2164E-01
.1260E+04 .4502E+00 .4083E+00 .3832E+00 .2181E-01
.1261E+04 .4493E+00 .3896E+00 .3659E+00 .2062E-01
.1262E+04 .4425E+00 .3746E+00 .3519E+00 .1971E-01
.1263E+04 .4483E+00 .3789E+00 .3560E+00 .1990E-01
.1264E+04 .4420E+00 .3516E+00 .3306E+00 .1824E-01
.1265E+04 .4427E+00 .3746E+00 .3521E+00 .1962E-01
.1266E+04 .4462E+00 .3647E+00 .3429E+00 .1895E-01
.1267E+04 .4391E+00 .3675E+00 .3455E+00 .1915E-01
.1268E+04 .4359E+00 .3507E+00 .3299E+00 .1812E-01
.1269E+04 .4404E+00 .2327E+00 .2200E+00 .1115E-01
.1270E+04 .4421E+00 .3668E+00 .3450E+00 .1899E-01
.1271E+04 .4429E+00 .3865E+00 .3633E+00 .2016E-01
.1272E+04 .4413E+00 .3871E+00 .3639E+00 .2018E-01
.1273E+04 .4408E+00 .3847E+00 .3617E+00 .2000E-01
.1274E+04 .4381E+00 .3846E+00 .3616E+00 .1999E-01
.1275E+04 .4407E+00 .3905E+00 .3672E+00 .2030E-01
.1276E+04 .4419E+00 .3949E+00 .3713E+00 .2053E-01
.1277E+04 .4419E+00 .3978E+00 .3741E+00 .2068E-01
.1278E+04 .4407E+00 .4051E+00 .3809E+00 .2110E-01
.1279E+04 .4379E+00 .4022E+00 .3782E+00 .2091E-01
.1280E+04 .4354E+00 .3998E+00 .3760E+00 .2076E-01
.1281E+04 .4227E+00 .3916E+00 .3683E+00 .2033E-01
.1282E+04 .3759E+00 .3535E+00 .3324E+00 .1837E-01
.1283E+04 .4116E+00 .3860E+00 .3630E+00 .2002E-01
.1284E+04 .4267E+00 .3987E+00 .3750E+00 .2064E-01
.1285E+04 .4291E+00 .4018E+00 .3779E+00 .2078E-01
.1286E+04 .4288E+00 .4048E+00 .3808E+00 .2093E-01
.1287E+04 .4304E+00 .4000E+00 .3764E+00 .2060E-01
.1288E+04 .4268E+00 .3979E+00 .3744E+00 .2047E-01
.1289E+04 .4276E+00 .3876E+00 .3649E+00 .1981E-01
.1290E+04 .4185E+00 .3913E+00 .3683E+00 .2008E-01
.1291E+04 .4216E+00 .3961E+00 .3728E+00 .2031E-01
.1292E+04 .4228E+00 .3749E+00 .3531E+00 .1901E-01
.1293E+04 .4226E+00 .3911E+00 .3682E+00 .1995E-01
.1294E+04 .4161E+00 .3832E+00 .3608E+00 .1950E-01
.1295E+04 .4194E+00 .3836E+00 .3613E+00 .1945E-01
.1296E+04 .4198E+00 .3685E+00 .3472E+00 .1854E-01
.1297E+04 .4172E+00 .3512E+00 .3311E+00 .1754E-01
.1298E+04 .4126E+00 .3713E+00 .3499E+00 .1871E-01
.1299E+04 .4170E+00 .3873E+00 .3649E+00 .1960E-01
.1300E+04 .4154E+00 .3332E+00 .3144E+00 .1650E-01
.1301E+04 .4140E+00 .3433E+00 .3238E+00 .1704E-01
.1302E+04 .4096E+00 .3709E+00 .3496E+00 .1858E-01
.1303E+04 .4077E+00 .3281E+00 .3096E+00 .1620E-01
.1304E+04 .4063E+00 .2831E+00 .2675E+00 .1366E-01
.1305E+04 .4103E+00 .3639E+00 .3432E+00 .1812E-01
.1306E+04 .4104E+00 .3646E+00 .3439E+00 .1812E-01
.1307E+04 .4096E+00 .2898E+00 .2739E+00 .1401E-01
.1308E+04 .4087E+00 .3284E+00 .3100E+00 .1613E-01
.1309E+04 .4091E+00 .3639E+00 .3433E+00 .1798E-01
.1310E+04 .4071E+00 .2854E+00 .2697E+00 .1372E-01
.1311E+04 .4061E+00 .3163E+00 .2988E+00 .1540E-01
.1312E+04 .4031E+00 .3149E+00 .2974E+00 .1527E-01
.1313E+04 .3908E+00 .2972E+00 .2808E+00 .1434E-01
.1314E+04 .4027E+00 .2730E+00 .2582E+00 .1302E-01
.1315E+04 .3916E+00 .2708E+00 .2562E+00 .1284E-01
.1316E+04 .3942E+00 .3074E+00 .2905E+00 .1481E-01
.1317E+04 .4012E+00 .2960E+00 .2798E+00 .1419E-01
.1318E+04 .3955E+00 .3161E+00 .2987E+00 .1527E-01
.1319E+04 .4009E+00 .2544E+00 .2409E+00 .1190E-01
.1320E+04 .3988E+00 .2453E+00 .2322E+00 .1151E-01
.1321E+04 .3954E+00 .2832E+00 .2679E+00 .1342E-01
.1322E+04 .3954E+00 .2864E+00 .2711E+00 .1352E-01
.1323E+04 .3950E+00 .2205E+00 .2090E+00 .1009E-01
.1324E+04 .3952E+00 .2488E+00 .2357E+00 .1156E-01
.1325E+04 .3937E+00 .3057E+00 .2891E+00 .1452E-01
.1326E+04 .3923E+00 .2659E+00 .2518E+00 .1242E-01
.1327E+04 .3888E+00 .2524E+00 .2391E+00 .1172E-01
.1328E+04 .3906E+00 .2223E+00 .2107E+00 .1019E-01
.1329E+04 .3795E+00 .1681E+00 .1597E+00 .7456E-02
.1330E+04 .3855E+00 .2171E+00 .2060E+00 .9769E-02
.1331E+04 .3877E+00 .1368E+00 .1303E+00 .5846E-02
.1332E+04 .3785E+00 .1379E+00 .1312E+00 .5964E-02
.1333E+04 .3870E+00 .1921E+00 .1826E+00 .8415E-02
.1334E+04 .3868E+00 .1603E+00 .1523E+00 .7083E-02
.1335E+04 .3856E+00 .2191E+00 .2079E+00 .9854E-02
.1336E+04 .3823E+00 .1738E+00 .1651E+00 .7642E-02
.1337E+04 .3829E+00 .1557E+00 .1481E+00 .6754E-02
.1338E+04 .3809E+00 .1685E+00 .1603E+00 .7319E-02
.1339E+04 .3757E+00 .1674E+00 .1592E+00 .7292E-02
.1340E+04 .3744E+00 .1595E+00 .1516E+00 .6988E-02
.1341E+04 .3817E+00 .1612E+00 .1535E+00 .6917E-02
.1342E+04 .3802E+00 .1684E+00 .1603E+00 .7231E-02
.1343E+04 .3798E+00 .1199E+00 .1145E+00 .4819E-02
.1344E+04 .3799E+00 .7138E-01 .6821E-01 .2849E-02
.1345E+04 .3795E+00 .1029E+00 .9830E-01 .4153E-02
.1346E+04 .3755E+00 .5462E-01 .5243E-01 .2000E-02
.1347E+04 .3776E+00 .5639E-01 .5416E-01 .2034E-02
.1348E+04 .3766E+00 .4394E-02 .4264E-02 .1247E-03
.1349E+04 .3755E+00 .1502E-01 .1454E-01 .4576E-03
.1350E+04 .3708E+00 .1494E-01 .1443E-01 .4752E-03
.1351E+04 .3717E+00 .4271E-02 .4157E-02 .1108E-03
.1352E+04 .3753E+00 .1386E-02 .1357E-02 .2901E-04
.1353E+04 .3740E+00 .8695E-04 .8570E-04 .1415E-05
.1354E+04 .3729E+00 .2641E-03 .2593E-03 .5022E-05
.1355E+04 .3683E+00 .3224E-05 .3198E-05 .3666E-07
.1356E+04 .3688E+00 .4347E-04 .4287E-04 .6902E-06
.1357E+04 .3644E+00 .6495E-04 .6404E-04 .1038E-05
.1358E+04 .3700E+00 .3757E-05 .3725E-05 .4343E-07
.1359E+04 .3690E+00 .6510E-06 .6487E-06 .5007E-08
.1360E+04 .3646E+00 .1910E-05 .1898E-05 .1911E-07
.1361E+04 .3703E+00 .4211E-08 .4217E-08 .1600E-10
.1362E+04 .3694E+00 .1570E-10 .1575E-10 .3416E-13
.1363E+04 .3619E+00 .2811E-05 .2796E-05 .2514E-07
.1364E+04 .3668E+00 .1209E-05 .1203E-05 .1041E-07
.1365E+04 .3663E+00 .7822E-11 .7864E-11 .6214E-14
.1366E+04 .3659E+00 .1143E-04 .1135E-04 .1136E-06
.1367E+04 .3624E+00 .4452E-05 .4420E-05 .4676E-07
.1368E+04 .3656E+00 .1257E-12 .1264E-12 .1715E-16
.1369E+04 .3589E+00 .4595E-06 .4576E-06 .3817E-08
.1370E+04 .3591E+00 .2587E-06 .2580E-06 .1796E-08
.1371E+04 .3595E+00 .1740E-07 .1738E-07 .9460E-10
.1372E+04 .3631E+00 .2461E-05 .2444E-05 .2560E-07
.1373E+04 .3629E+00 .4007E-04 .3963E-04 .5469E-06
.1374E+04 .3629E+00 .1627E-03 .1604E-03 .2649E-05
.1375E+04 .3575E+00 .2937E-03 .2895E-03 .4780E-05
.1376E+04 .3535E+00 .2350E-03 .2310E-03 .4362E-05
.1377E+04 .3579E+00 .1118E-03 .1100E-03 .1989E-05
.1378E+04 .3565E+00 .1015E-02 .9959E-03 .1971E-04
.1379E+04 .3603E+00 .4754E-04 .4678E-04 .8346E-06
.1380E+04 .3568E+00 .7410E-04 .7307E-04 .1174E-05
.1381E+04 .3578E+00 .2145E-05 .2120E-05 .3015E-07
.1382E+04 .3527E+00 .2298E-05 .2284E-05 .2244E-07
.1383E+04 .3538E+00 .3923E-07 .3907E-07 .3219E-09
.1384E+04 .3559E+00 .5490E-06 .5472E-06 .4154E-08
.1385E+04 .3524E+00 .1881E-05 .1865E-05 .2197E-07
.1386E+04 .3549E+00 .2252E-05 .2241E-05 .1945E-07
.1387E+04 .3514E+00 .1804E-03 .1782E-03 .2616E-05
.1388E+04 .3528E+00 .3647E-05 .3605E-05 .5124E-07
.1389E+04 .3541E+00 .5305E-03 .5221E-03 .9265E-05
.1390E+04 .3474E+00 .4505E-03 .4434E-03 .7856E-05
.1391E+04 .3524E+00 .3135E-03 .3089E-03 .5234E-05
.1392E+04 .3518E+00 .2163E-04 .2134E-04 .3355E-06
.1393E+04 .3501E+00 .1058E-03 .1041E-03 .1810E-05
.1394E+04 .3476E+00 .6833E-04 .6764E-04 .8861E-06
.1395E+04 .3475E+00 .6033E-06 .5992E-06 .6202E-08
.1396E+04 .3494E+00 .5573E-08 .5578E-08 .2289E-10
.1397E+04 .3493E+00 .4470E-04 .4408E-04 .7077E-06
.1398E+04 .3495E+00 .1165E-02 .1145E-02 .2165E-04
.1399E+04 .3489E+00 .7449E-03 .7320E-03 .1383E-04
.1400E+04 .3390E+00 .2851E-08 .2858E-08 .8647E-11
.1401E+04 .3393E+00 .9303E-08 .9308E-08 .4194E-10
.1402E+04 .3441E+00 .1700E-02 .1660E-02 .3942E-04
.1403E+04 .3401E+00 .2201E-02 .2152E-02 .4902E-04
.1404E+04 .3411E+00 .6827E-03 .6682E-03 .1485E-04
.1405E+04 .3401E+00 .3268E-06 .3252E-06 .2855E-08
.1406E+04 .3416E+00 .1885E-02 .1848E-02 .3830E-04
.1407E+04 .3409E+00 .1611E-03 .1578E-03 .3377E-05
.1408E+04 .3401E+00 .1521E-02 .1491E-02 .3115E-04
.1409E+04 .3412E+00 .5682E-03 .5588E-03 .1018E-04
.1410E+04 .3405E+00 .4294E-03 .4215E-03 .8282E-05
.1411E+04 .3377E+00 .1958E-02 .1915E-02 .4342E-04
.1412E+04 .3292E+00 .2451E-02 .2393E-02 .5773E-04
.1413E+04 .3329E+00 .2190E-01 .2124E-01 .6298E-03
.1414E+04 .3370E+00 .3351E-03 .3290E-03 .6522E-05
.1415E+04 .3371E+00 .1688E-03 .1660E-03 .3075E-05
.1416E+04 .3350E+00 .3355E-01 .3240E-01 .1070E-02
.1417E+04 .3375E+00 .1102E-01 .1070E-01 .3087E-03
.1418E+04 .3377E+00 .1270E-01 .1234E-01 .3517E-03
.1419E+04 .3339E+00 .2005E-02 .1950E-02 .5320E-04
.1420E+04 .3327E+00 .7748E-02 .7528E-02 .2118E-03
.1421E+04 .3359E+00 .8583E-02 .8340E-02 .2334E-03
.1422E+04 .3287E+00 .4374E-01 .4224E-01 .1400E-02
.1423E+04 .3288E+00 .8686E-02 .8407E-02 .2626E-03
.1424E+04 .3277E+00 .1601E-01 .1549E-01 .4954E-03
.1425E+04 .3326E+00 .2436E-01 .2358E-01 .7411E-03
.1426E+04 .3231E+00 .2626E-01 .2537E-01 .8358E-03
.1427E+04 .3275E+00 .4699E-01 .4526E-01 .1594E-02
.1428E+04 .3304E+00 .4256E-02 .4148E-02 .1061E-03
.1429E+04 .3235E+00 .3599E-01 .3473E-01 .1171E-02
.1430E+04 .3228E+00 .5851E-01 .5631E-01 .2018E-02
.1431E+04 .3242E+00 .4759E-01 .4588E-01 .1580E-02
.1432E+04 .3311E+00 .2348E-02 .2294E-02 .5428E-04
.1433E+04 .3307E+00 .3396E-01 .3278E-01 .1104E-02
.1434E+04 .3251E+00 .1985E-01 .1917E-01 .6374E-03
.1435E+04 .3273E+00 .2018E-01 .1956E-01 .5881E-03
.1436E+04 .3266E+00 .3628E-01 .3507E-01 .1138E-02
.1437E+04 .3279E+00 .2827E-01 .2733E-01 .8855E-03
.1438E+04 .3260E+00 .1250E-01 .1212E-01 .3653E-03
.1439E+04 .3286E+00 .4836E-01 .4669E-01 .1549E-02
.1440E+04 .3127E+00 .3753E-01 .3624E-01 .1201E-02
.1441E+04 .3169E+00 .3006E-01 .2908E-01 .9195E-03
.1442E+04 .3158E+00 .3435E-01 .3322E-01 .1062E-02
.1443E+04 .3178E+00 .4276E-01 .4125E-01 .1400E-02
.1444E+04 .3191E+00 .5870E-01 .5658E-01 .1963E-02
.1445E+04 .3193E+00 .4716E-01 .4554E-01 .1511E-02
.1446E+04 .3214E+00 .2186E-01 .2114E-01 .6732E-03
.1447E+04 .3176E+00 .3429E-01 .3315E-01 .1068E-02
.1448E+04 .3210E+00 .1103E+00 .1060E+00 .3954E-02
.1449E+04 .3203E+00 .9730E-01 .9358E-01 .3410E-02
.1450E+04 .3177E+00 .2596E-01 .2510E-01 .8073E-03
.1451E+04 .3137E+00 .1065E-01 .1032E-01 .3137E-03
.1452E+04 .3135E+00 .5931E-01 .5716E-01 .1988E-02
.1453E+04 .3154E+00 .7804E-01 .7515E-01 .2664E-02
.1454E+04 .3128E+00 .1314E+00 .1262E+00 .4791E-02
.1455E+04 .3121E+00 .6302E-01 .6067E-01 .2164E-02
.1456E+04 .3096E+00 .8426E-01 .8114E-01 .2870E-02
.1457E+04 .3124E+00 .1116E+00 .1073E+00 .3967E-02
.1458E+04 .3161E+00 .1304E+00 .1252E+00 .4795E-02
.1459E+04 .3175E+00 .1559E+00 .1496E+00 .5725E-02
.1460E+04 .3137E+00 .8153E-01 .7839E-01 .2869E-02
.1461E+04 .3131E+00 .8604E-01 .8282E-01 .2959E-02
.1462E+04 .3102E+00 .1247E+00 .1198E+00 .4449E-02
.1463E+04 .3082E+00 .4113E-01 .3967E-01 .1354E-02
.1464E+04 .3082E+00 .1452E+00 .1393E+00 .5313E-02
.1465E+04 .3116E+00 .8927E-01 .8576E-01 .3200E-02
.1466E+04 .3070E+00 .6204E-01 .5983E-01 .2047E-02
.1467E+04 .3132E+00 .3420E-01 .3307E-01 .1055E-02
.1468E+04 .3075E+00 .7329E-01 .7063E-01 .2461E-02
.1469E+04 .3120E+00 .9045E-01 .8708E-01 .3101E-02
.1470E+04 .3101E+00 .4717E-01 .4558E-01 .1478E-02
.1471E+04 .3041E+00 .1691E-01 .1637E-01 .5054E-03
.1472E+04 .3058E+00 .4440E-01 .4292E-01 .1380E-02
.1473E+04 .3055E+00 .6684E-01 .6446E-01 .2206E-02
.1474E+04 .2971E+00 .9296E-01 .8943E-01 .3242E-02
.1475E+04 .3035E+00 .1767E+00 .1696E+00 .6498E-02
.1476E+04 .3037E+00 .6556E-01 .6319E-01 .2192E-02
.1477E+04 .3025E+00 .6642E-01 .6405E-01 .2189E-02
.1478E+04 .3023E+00 .6056E-01 .5834E-01 .2051E-02
.1479E+04 .3046E+00 .1147E+00 .1103E+00 .4041E-02
.1480E+04 .3063E+00 .5775E-01 .5571E-01 .1891E-02
.1481E+04 .3018E+00 .1101E+00 .1059E+00 .3842E-02
.1482E+04 .3046E+00 .5578E-01 .5376E-01 .1861E-02
.1483E+04 .2981E+00 .1420E+00 .1365E+00 .5052E-02
.1484E+04 .3017E+00 .1315E+00 .1264E+00 .4722E-02
.1485E+04 .3061E+00 .1195E+00 .1149E+00 .4210E-02
.1486E+04 .3017E+00 .1179E+00 .1134E+00 .4113E-02
.1487E+04 .2999E+00 .5772E-01 .5571E-01 .1865E-02
.1488E+04 .2653E+00 .8997E-01 .8658E-01 .3115E-02
.1489E+04 .2991E+00 .1816E+00 .1743E+00 .6636E-02
.1490E+04 .3009E+00 .1674E+00 .1607E+00 .6119E-02
.1491E+04 .3017E+00 .1895E+00 .1818E+00 .7038E-02
