Wvlgth Global_tilted_irradiance Beam_normal_+circumsolar Difuse_horiz-circumsolar
.1154E+04 .1392E+00 .1336E+00 .2690E-02
.1155E+04 .3038E+00 .2908E+00 .6529E-02
.1156E+04 .2752E+00 .2635E+00 .5803E-02
.1157E+04 .3063E+00 .2931E+00 .6573E-02
.1158E+04 .3029E+00 .2899E+00 .6479E-02
.1159E+04 .3246E+00 .3105E+00 .7055E-02
.1160E+04 .2799E+00 .2680E+00 .5903E-02
.1161E+04 .3397E+00 .3249E+00 .7454E-02
.1162E+04 .3419E+00 .3270E+00 .7455E-02
.1163E+04 .4533E+00 .4328E+00 .1054E-01
.1164E+04 .3918E+00 .3745E+00 .8799E-02
.1165E+04 .3729E+00 .3566E+00 .8244E-02
.1166E+04 .3678E+00 .3518E+00 .8119E-02
.1167E+04 .3991E+00 .3815E+00 .8944E-02
.1168E+04 .4044E+00 .3865E+00 .9064E-02
.1169E+04 .4129E+00 .3946E+00 .9333E-02
.1170E+04 .4461E+00 .4261E+00 .1022E-01
.1171E+04 .4353E+00 .4159E+00 .9882E-02
.1172E+04 .4415E+00 .4218E+00 .1005E-01
.1173E+04 .4451E+00 .4253E+00 .1013E-01
.1174E+04 .3252E+00 .3114E+00 .6882E-02
.1175E+04 .4336E+00 .4143E+00 .9852E-02
.1176E+04 .4729E+00 .4517E+00 .1093E-01
.1177E+04 .4564E+00 .4361E+00 .1042E-01
.1178E+04 .3483E+00 .3335E+00 .7466E-02
.1179E+04 .4766E+00 .4553E+00 .1097E-01
.1180E+04 .4295E+00 .4106E+00 .9588E-02
.1181E+04 .4429E+00 .4234E+00 .9959E-02
.1182E+04 .3117E+00 .2986E+00 .6482E-02
.1183E+04 .4352E+00 .4160E+00 .9811E-02
.1184E+04 .4098E+00 .3921E+00 .9018E-02
.1185E+04 .3973E+00 .3802E+00 .8640E-02
.1186E+04 .4650E+00 .4444E+00 .1051E-01
.1187E+04 .4448E+00 .4254E+00 .9918E-02
.1188E+04 .3177E+00 .3045E+00 .6594E-02
.1189E+04 .4148E+00 .3968E+00 .9142E-02
.1190E+04 .4543E+00 .4344E+00 .1016E-01
.1191E+04 .4348E+00 .4160E+00 .9573E-02
.1192E+04 .4603E+00 .4402E+00 .1029E-01
.1193E+04 .4423E+00 .4231E+00 .9771E-02
.1194E+04 .4551E+00 .4352E+00 .1012E-01
.1195E+04 .4329E+00 .4141E+00 .9506E-02
.1196E+04 .4185E+00 .4004E+00 .9089E-02
.1197E+04 .4542E+00 .4342E+00 .1014E-01
.1198E+04 .4173E+00 .3991E+00 .9123E-02
.1199E+04 .3604E+00 .3451E+00 .7601E-02
.1200E+04 .4372E+00 .4181E+00 .9566E-02
.1201E+04 .4235E+00 .4052E+00 .9163E-02
.1202E+04 .4199E+00 .4017E+00 .9068E-02
.1203E+04 .4147E+00 .3967E+00 .9007E-02
.1204E+04 .3557E+00 .3407E+00 .7387E-02
.1205E+04 .4209E+00 .4026E+00 .9073E-02
.1206E+04 .4669E+00 .4462E+00 .1033E-01
.1207E+04 .4142E+00 .3963E+00 .8860E-02
.1208E+04 .4056E+00 .3880E+00 .8735E-02
.1209E+04 .4156E+00 .3975E+00 .8948E-02
.1210E+04 .4332E+00 .4143E+00 .9405E-02
.1211E+04 .4157E+00 .3976E+00 .8899E-02
.1212E+04 .4137E+00 .3958E+00 .8796E-02
.1213E+04 .4556E+00 .4355E+00 .9936E-02
.1214E+04 .4232E+00 .4048E+00 .9025E-02
.1215E+04 .4158E+00 .3979E+00 .8812E-02
.1216E+04 .4544E+00 .4344E+00 .9856E-02
.1217E+04 .4435E+00 .4241E+00 .9544E-02
.1218E+04 .4470E+00 .4275E+00 .9633E-02
.1219E+04 .4364E+00 .4174E+00 .9332E-02
.1220E+04 .4470E+00 .4275E+00 .9601E-02
.1221E+04 .4531E+00 .4333E+00 .9764E-02
.1222E+04 .4397E+00 .4206E+00 .9390E-02
.1223E+04 .4360E+00 .4171E+00 .9280E-02
.1224E+04 .4356E+00 .4168E+00 .9243E-02
.1225E+04 .4508E+00 .4311E+00 .9650E-02
.1226E+04 .4534E+00 .4337E+00 .9720E-02
.1227E+04 .4213E+00 .4032E+00 .8878E-02
.1228E+04 .4557E+00 .4358E+00 .9759E-02
.1229E+04 .4545E+00 .4347E+00 .9701E-02
.1230E+04 .4472E+00 .4278E+00 .9498E-02
.1231E+04 .4581E+00 .4382E+00 .9792E-02
.1232E+04 .4555E+00 .4357E+00 .9716E-02
.1233E+04 .4422E+00 .4231E+00 .9327E-02
.1234E+04 .4572E+00 .4374E+00 .9740E-02
.1235E+04 .4547E+00 .4350E+00 .9655E-02
.1236E+04 .4579E+00 .4381E+00 .9718E-02
.1237E+04 .4525E+00 .4329E+00 .9553E-02
.1238E+04 .4564E+00 .4366E+00 .9650E-02
.1239E+04 .4505E+00 .4311E+00 .9510E-02
.1240E+04 .4522E+00 .4327E+00 .9532E-02
.1241E+04 .4506E+00 .4312E+00 .9460E-02
.1242E+04 .4492E+00 .4298E+00 .9431E-02
.1243E+04 .4455E+00 .4263E+00 .9337E-02
.1244E+04 .4488E+00 .4296E+00 .9383E-02
.1245E+04 .4506E+00 .4313E+00 .9408E-02
.1246E+04 .4480E+00 .4288E+00 .9337E-02
.1247E+04 .4464E+00 .4274E+00 .9282E-02
.1248E+04 .4464E+00 .4274E+00 .9253E-02
.1249E+04 .4475E+00 .4285E+00 .9271E-02
.1250E+04 .4450E+00 .4261E+00 .9195E-02
.1251E+04 .4396E+00 .4210E+00 .9055E-02
.1252E+04 .4393E+00 .4206E+00 .9048E-02
.1253E+04 .4366E+00 .4181E+00 .8948E-02
.1254E+04 .4328E+00 .4146E+00 .8831E-02
.1255E+04 .4390E+00 .4205E+00 .8988E-02
.1256E+04 .4283E+00 .4102E+00 .8697E-02
.1257E+04 .4262E+00 .4083E+00 .8629E-02
.1258E+04 .4330E+00 .4148E+00 .8795E-02
.1259E+04 .4197E+00 .4021E+00 .8426E-02
.1260E+04 .4216E+00 .4039E+00 .8460E-02
.1261E+04 .4009E+00 .3843E+00 .7930E-02
.1262E+04 .3905E+00 .3744E+00 .7660E-02
.1263E+04 .3913E+00 .3752E+00 .7661E-02
.1264E+04 .3649E+00 .3500E+00 .7016E-02
.1265E+04 .3888E+00 .3728E+00 .7591E-02
.1266E+04 .3763E+00 .3609E+00 .7265E-02
.1267E+04 .3814E+00 .3657E+00 .7400E-02
.1268E+04 .3642E+00 .3493E+00 .6977E-02
.1269E+04 .2424E+00 .2330E+00 .4215E-02
.1270E+04 .3807E+00 .3651E+00 .7335E-02
.1271E+04 .3995E+00 .3829E+00 .7797E-02
.1272E+04 .4004E+00 .3838E+00 .7814E-02
.1273E+04 .3965E+00 .3801E+00 .7713E-02
.1274E+04 .3973E+00 .3809E+00 .7729E-02
.1275E+04 .4025E+00 .3859E+00 .7838E-02
.1276E+04 .4058E+00 .3890E+00 .7908E-02
.1277E+04 .4078E+00 .3909E+00 .7950E-02
.1278E+04 .4145E+00 .3972E+00 .8112E-02
.1279E+04 .4108E+00 .3938E+00 .8024E-02
.1280E+04 .4055E+00 .3887E+00 .7907E-02
.1281E+04 .3864E+00 .3704E+00 .7541E-02
.1282E+04 .3714E+00 .3560E+00 .7269E-02
.1283E+04 .4002E+00 .3836E+00 .7812E-02
.1284E+04 .4100E+00 .3930E+00 .7980E-02
.1285E+04 .4125E+00 .3955E+00 .8022E-02
.1286E+04 .4176E+00 .4003E+00 .8126E-02
.1287E+04 .4121E+00 .3951E+00 .7968E-02
.1288E+04 .4117E+00 .3947E+00 .7954E-02
.1289E+04 .4004E+00 .3840E+00 .7658E-02
.1290E+04 .4076E+00 .3909E+00 .7853E-02
.1291E+04 .4128E+00 .3959E+00 .7949E-02
.1292E+04 .3914E+00 .3755E+00 .7398E-02
.1293E+04 .4060E+00 .3894E+00 .7757E-02
.1294E+04 .4031E+00 .3867E+00 .7677E-02
.1295E+04 .4021E+00 .3857E+00 .7628E-02
.1296E+04 .3861E+00 .3705E+00 .7227E-02
.1297E+04 .3670E+00 .3523E+00 .6781E-02
.1298E+04 .3917E+00 .3758E+00 .7359E-02
.1299E+04 .4063E+00 .3898E+00 .7692E-02
.1300E+04 .3498E+00 .3359E+00 .6352E-02
.1301E+04 .3593E+00 .3450E+00 .6570E-02
.1302E+04 .3904E+00 .3746E+00 .7299E-02
.1303E+04 .3445E+00 .3309E+00 .6232E-02
.1304E+04 .2994E+00 .2878E+00 .5218E-02
.1305E+04 .3828E+00 .3674E+00 .7081E-02
.1306E+04 .3832E+00 .3678E+00 .7078E-02
.1307E+04 .3038E+00 .2920E+00 .5290E-02
.1308E+04 .3441E+00 .3306E+00 .6172E-02
.1309E+04 .3807E+00 .3655E+00 .6995E-02
.1310E+04 .2983E+00 .2868E+00 .5157E-02
.1311E+04 .3312E+00 .3182E+00 .5863E-02
.1312E+04 .3231E+00 .3105E+00 .5710E-02
.1313E+04 .3173E+00 .3050E+00 .5561E-02
.1314E+04 .2853E+00 .2744E+00 .4863E-02
.1315E+04 .2826E+00 .2718E+00 .4825E-02
.1316E+04 .3261E+00 .3134E+00 .5720E-02
.1317E+04 .3099E+00 .2980E+00 .5360E-02
.1318E+04 .3342E+00 .3213E+00 .5883E-02
.1319E+04 .2675E+00 .2575E+00 .4456E-02
.1320E+04 .2578E+00 .2482E+00 .4265E-02
.1321E+04 .2984E+00 .2870E+00 .5087E-02
.1322E+04 .3026E+00 .2911E+00 .5159E-02
.1323E+04 .2331E+00 .2245E+00 .3758E-02
.1324E+04 .2629E+00 .2531E+00 .4335E-02
.1325E+04 .3225E+00 .3102E+00 .5564E-02
.1326E+04 .2801E+00 .2696E+00 .4676E-02
.1327E+04 .2680E+00 .2580E+00 .4425E-02
.1328E+04 .2327E+00 .2242E+00 .3739E-02
.1329E+04 .1792E+00 .1728E+00 .2753E-02
.1330E+04 .2312E+00 .2227E+00 .3685E-02
.1331E+04 .1448E+00 .1398E+00 .2146E-02
.1332E+04 .1477E+00 .1425E+00 .2197E-02
.1333E+04 .2044E+00 .1970E+00 .3167E-02
.1334E+04 .1706E+00 .1646E+00 .2577E-02
.1335E+04 .2322E+00 .2238E+00 .3681E-02
.1336E+04 .1862E+00 .1796E+00 .2838E-02
.1337E+04 .1661E+00 .1603E+00 .2486E-02
.1338E+04 .1795E+00 .1732E+00 .2713E-02
.1339E+04 .1781E+00 .1718E+00 .2690E-02
.1340E+04 .1719E+00 .1659E+00 .2581E-02
.1341E+04 .1710E+00 .1651E+00 .2554E-02
.1342E+04 .1792E+00 .1730E+00 .2689E-02
.1343E+04 .1280E+00 .1237E+00 .1830E-02
.1344E+04 .7636E-01 .7383E-01 .1047E-02
.1345E+04 .1096E+00 .1059E+00 .1541E-02
.1346E+04 .5885E-01 .5693E-01 .7880E-03
.1347E+04 .6060E-01 .5862E-01 .8104E-03
.1348E+04 .4794E-02 .4642E-02 .6063E-04
.1349E+04 .1625E-01 .1573E-01 .2076E-03
.1350E+04 .1619E-01 .1568E-01 .2070E-03
.1351E+04 .4701E-02 .4553E-02 .5899E-04
.1352E+04 .1531E-02 .1483E-02 .1900E-04
.1353E+04 .9696E-04 .9396E-04 .1192E-05
.1354E+04 .2918E-03 .2827E-03 .3598E-05
.1355E+04 .3637E-05 .3525E-05 .4419E-07
.1356E+04 .4821E-04 .4672E-04 .5897E-06
.1357E+04 .7295E-04 .7071E-04 .8913E-06
.1358E+04 .4232E-05 .4103E-05 .5124E-07
.1359E+04 .7360E-06 .7137E-06 .8834E-08
.1360E+04 .2172E-05 .2106E-05 .2615E-07
.1361E+04 .4854E-08 .4708E-08 .5760E-10
.1362E+04 .1809E-10 .1755E-10 .2135E-12
.1363E+04 .3203E-05 .3106E-05 .3833E-07
.1364E+04 .1366E-05 .1325E-05 .1631E-07
.1365E+04 .9180E-11 .8907E-11 .1075E-12
.1366E+04 .1284E-04 .1245E-04 .1533E-06
.1367E+04 .5026E-05 .4875E-05 .5999E-07
.1368E+04 .1483E-12 .1437E-12 .1718E-14
.1369E+04 .5217E-06 .5061E-06 .6184E-08
.1370E+04 .2945E-06 .2858E-06 .3477E-08
.1371E+04 .1993E-07 .1934E-07 .2342E-09
.1372E+04 .2769E-05 .2687E-05 .3283E-07
.1373E+04 .4470E-04 .4337E-04 .5323E-06
.1374E+04 .1788E-03 .1735E-03 .2136E-05
.1375E+04 .3249E-03 .3152E-03 .3876E-05
.1376E+04 .2604E-03 .2527E-03 .3114E-05
.1377E+04 .1236E-03 .1200E-03 .1474E-05
.1378E+04 .1123E-02 .1090E-02 .1342E-04
.1379E+04 .5237E-04 .5084E-04 .6227E-06
.1380E+04 .8239E-04 .7998E-04 .9756E-06
.1381E+04 .2381E-05 .2311E-05 .2806E-07
.1382E+04 .2593E-05 .2518E-05 .3030E-07
.1383E+04 .4454E-07 .4326E-07 .5181E-09
.1384E+04 .6215E-06 .6036E-06 .7212E-08
.1385E+04 .2114E-05 .2053E-05 .2469E-07
.1386E+04 .2534E-05 .2462E-05 .2940E-07
.1387E+04 .2015E-03 .1957E-03 .2359E-05
.1388E+04 .4074E-05 .3959E-05 .4760E-07
.1389E+04 .5823E-03 .5658E-03 .6836E-05
.1390E+04 .5010E-03 .4868E-03 .5873E-05
.1391E+04 .3465E-03 .3367E-03 .4052E-05
.1392E+04 .2393E-04 .2326E-04 .2789E-06
.1393E+04 .1167E-03 .1134E-03 .1362E-05
.1394E+04 .7629E-04 .7416E-04 .8829E-06
.1395E+04 .6773E-06 .6586E-06 .7791E-08
.1396E+04 .6374E-08 .6200E-08 .7231E-10
.1397E+04 .4944E-04 .4807E-04 .5727E-06
.1398E+04 .1277E-02 .1242E-02 .1485E-04
.1399E+04 .8095E-03 .7871E-03 .9398E-05
.1400E+04 .3291E-08 .3202E-08 .3705E-10
.1401E+04 .1074E-07 .1045E-07 .1211E-09
.1402E+04 .1851E-02 .1800E-02 .2157E-04
.1403E+04 .2410E-02 .2345E-02 .2803E-04
.1404E+04 .7468E-03 .7265E-03 .8658E-05
.1405E+04 .3705E-06 .3606E-06 .4195E-08
.1406E+04 .2062E-02 .2006E-02 .2381E-04
.1407E+04 .1764E-03 .1717E-03 .2034E-05
.1408E+04 .1670E-02 .1626E-02 .1924E-04
.1409E+04 .6263E-03 .6096E-03 .7172E-05
.1410E+04 .4705E-03 .4580E-03 .5392E-05
.1411E+04 .2105E-02 .2049E-02 .2422E-04
.1412E+04 .2696E-02 .2625E-02 .3106E-04
.1413E+04 .2372E-01 .2308E-01 .2791E-03
.1414E+04 .3666E-03 .3570E-03 .4181E-05
.1415E+04 .1857E-03 .1808E-03 .2111E-05
.1416E+04 .3592E-01 .3496E-01 .4271E-03
.1417E+04 .1186E-01 .1155E-01 .1375E-03
.1418E+04 .1361E-01 .1325E-01 .1577E-03
.1419E+04 .2161E-02 .2105E-02 .2478E-04
.1420E+04 .8366E-02 .8149E-02 .9631E-04
.1421E+04 .9092E-02 .8856E-02 .1046E-03
.1422E+04 .4660E-01 .4537E-01 .5546E-03
.1423E+04 .9294E-02 .9054E-02 .1071E-03
.1424E+04 .1718E-01 .1674E-01 .1991E-03
.1425E+04 .2563E-01 .2497E-01 .2984E-03
.1426E+04 .2819E-01 .2746E-01 .3291E-03
.1427E+04 .4977E-01 .4847E-01 .5924E-03
.1428E+04 .4555E-02 .4439E-02 .5158E-04
.1429E+04 .3812E-01 .3714E-01 .4475E-03
.1430E+04 .6266E-01 .6103E-01 .7512E-03
.1431E+04 .5086E-01 .4955E-01 .6017E-03
.1432E+04 .2540E-02 .2477E-02 .2851E-04
.1433E+04 .3581E-01 .3490E-01 .4172E-03
.1434E+04 .2126E-01 .2073E-01 .2445E-03
.1435E+04 .2164E-01 .2110E-01 .2474E-03
.1436E+04 .3874E-01 .3776E-01 .4496E-03
.1437E+04 .3011E-01 .2935E-01 .3467E-03
.1438E+04 .1343E-01 .1309E-01 .1521E-03
.1439E+04 .5077E-01 .4949E-01 .5932E-03
.1440E+04 .3975E-01 .3875E-01 .4605E-03
.1441E+04 .3233E-01 .3152E-01 .3707E-03
.1442E+04 .3657E-01 .3566E-01 .4206E-03
.1443E+04 .4558E-01 .4444E-01 .5288E-03
.1444E+04 .6201E-01 .6044E-01 .7287E-03
.1445E+04 .5056E-01 .4929E-01 .5862E-03
.1446E+04 .2313E-01 .2256E-01 .2619E-03
.1447E+04 .3671E-01 .3580E-01 .4196E-03
.1448E+04 .1167E+00 .1137E+00 .1430E-02
.1449E+04 .1029E+00 .1003E+00 .1244E-02
.1450E+04 .2748E-01 .2680E-01 .3107E-03
.1451E+04 .1132E-01 .1105E-01 .1260E-03
.1452E+04 .6330E-01 .6172E-01 .7373E-03
.1453E+04 .8257E-01 .8049E-01 .9764E-03
.1454E+04 .1382E+00 .1346E+00 .1715E-02
.1455E+04 .6650E-01 .6484E-01 .7756E-03
.1456E+04 .8999E-01 .8773E-01 .1067E-02
.1457E+04 .1186E+00 .1156E+00 .1440E-02
.1458E+04 .1378E+00 .1343E+00 .1701E-02
.1459E+04 .1634E+00 .1591E+00 .2053E-02
.1460E+04 .8609E-01 .8393E-01 .1015E-02
.1461E+04 .9084E-01 .8856E-01 .1072E-02
.1462E+04 .1315E+00 .1281E+00 .1606E-02
.1463E+04 .4362E-01 .4255E-01 .4933E-03
.1464E+04 .1542E+00 .1502E+00 .1916E-02
.1465E+04 .9319E-01 .9085E-01 .1101E-02
.1466E+04 .6652E-01 .6487E-01 .7629E-03
.1467E+04 .3598E-01 .3511E-01 .4008E-03
.1468E+04 .7788E-01 .7595E-01 .9005E-03
.1469E+04 .9519E-01 .9281E-01 .1116E-02
.1470E+04 .4934E-01 .4814E-01 .5541E-03
.1471E+04 .1806E-01 .1762E-01 .1971E-03
.1472E+04 .4686E-01 .4572E-01 .5237E-03
.1473E+04 .6961E-01 .6789E-01 .7950E-03
.1474E+04 .9911E-01 .9662E-01 .1163E-02
.1475E+04 .1845E+00 .1796E+00 .2326E-02
.1476E+04 .6898E-01 .6727E-01 .7850E-03
.1477E+04 .6987E-01 .6814E-01 .7941E-03
.1478E+04 .6366E-01 .6209E-01 .7206E-03
.1479E+04 .1210E+00 .1179E+00 .1437E-02
.1480E+04 .6042E-01 .5893E-01 .6785E-03
.1481E+04 .1162E+00 .1132E+00 .1370E-02
.1482E+04 .5827E-01 .5683E-01 .6527E-03
.1483E+04 .1499E+00 .1461E+00 .1819E-02
.1484E+04 .1390E+00 .1354E+00 .1669E-02
.1485E+04 .1249E+00 .1217E+00 .1477E-02
.1486E+04 .1234E+00 .1203E+00 .1458E-02
.1487E+04 .5849E-01 .5703E-01 .6513E-03
.1488E+04 .9906E-01 .9653E-01 .1151E-02
.1489E+04 .1906E+00 .1855E+00 .2382E-02
.1490E+04 .1755E+00 .1709E+00 .2164E-02
.1491E+04 .1972E+00 .1920E+00 .2478E-02
.1492E+04 .1661E+00 .1617E+00 .2023E-02
.1493E+04 .1818E+00 .1770E+00 .2242E-02
.1494E+04 .2027E+00 .1973E+00 .2544E-02
.1495E+04 .1807E+00 .1759E+00 .2228E-02
.1496E+04 .1697E+00 .1652E+00 .2075E-02
.1497E+04 .2274E+00 .2212E+00 .2919E-02
.1498E+04 .1882E+00 .1832E+00 .2331E-02
.1499E+04 .2190E+00 .2131E+00 .2781E-02
.1500E+04 .2491E+00 .2422E+00 .3240E-02
.1501E+04 .2621E+00 .2548E+00 .3444E-02
.1502E+04 .2216E+00 .2155E+00 .2840E-02
.1503E+04 .1910E+00 .1858E+00 .2381E-02
.1504E+04 .1552E+00 .1511E+00 .1872E-02
.1505E+04 .1846E+00 .1796E+00 .2288E-02
.1506E+04 .2602E+00 .2530E+00 .3420E-02
.1507E+04 .2519E+00 .2449E+00 .3271E-02
.1508E+04 .2399E+00 .2333E+00 .3091E-02
.1509E+04 .1878E+00 .1828E+00 .2299E-02
.1510E+04 .2699E+00 .2624E+00 .3539E-02
.1511E+04 .2622E+00 .2549E+00 .3414E-02
.1512E+04 .2588E+00 .2516E+00 .3372E-02
.1513E+04 .2403E+00 .2337E+00 .3076E-02
.1514E+04 .2260E+00 .2198E+00 .2851E-02
.1515E+04 .2653E+00 .2579E+00 .3460E-02
.1516E+04 .2547E+00 .2476E+00 .3293E-02
.1517E+04 .2503E+00 .2434E+00 .3215E-02
.1518E+04 .2494E+00 .2425E+00 .3196E-02
.1519E+04 .2448E+00 .2381E+00 .3122E-02
.1520E+04 .2613E+00 .2541E+00 .3381E-02
.1521E+04 .2752E+00 .2675E+00 .3613E-02
.1522E+04 .2639E+00 .2566E+00 .3425E-02
.1523E+04 .2790E+00 .2713E+00 .3659E-02
.1524E+04 .2721E+00 .2645E+00 .3546E-02
.1525E+04 .2616E+00 .2544E+00 .3371E-02
.1526E+04 .2652E+00 .2579E+00 .3418E-02
.1527E+04 .2629E+00 .2557E+00 .3379E-02
.1528E+04 .2777E+00 .2700E+00 .3613E-02
.1529E+04 .2650E+00 .2577E+00 .3428E-02
.1530E+04 .2603E+00 .2532E+00 .3355E-02
.1531E+04 .2676E+00 .2603E+00 .3444E-02
.1532E+04 .2755E+00 .2679E+00 .3569E-02
.1533E+04 .2737E+00 .2662E+00 .3544E-02
.1534E+04 .2680E+00 .2606E+00 .3455E-02
.1535E+04 .2670E+00 .2597E+00 .3424E-02
.1536E+04 .2730E+00 .2655E+00 .3511E-02
.1537E+04 .2689E+00 .2616E+00 .3448E-02
.1538E+04 .2721E+00 .2647E+00 .3503E-02
.1539E+04 .2666E+00 .2593E+00 .3414E-02
.1540E+04 .2654E+00 .2582E+00 .3398E-02
.1541E+04 .2683E+00 .2610E+00 .3428E-02
.1542E+04 .2668E+00 .2596E+00 .3397E-02
.1543E+04 .2716E+00 .2642E+00 .3461E-02
.1544E+04 .2701E+00 .2628E+00 .3430E-02
.1545E+04 .2748E+00 .2674E+00 .3499E-02
.1546E+04 .2713E+00 .2640E+00 .3444E-02
.1547E+04 .2674E+00 .2601E+00 .3395E-02
.1548E+04 .2674E+00 .2601E+00 .3391E-02
.1549E+04 .2695E+00 .2622E+00 .3417E-02
.1550E+04 .2678E+00 .2605E+00 .3389E-02
.1551E+04 .2699E+00 .2626E+00 .3409E-02
.1552E+04 .2683E+00 .2611E+00 .3378E-02
.1553E+04 .2661E+00 .2589E+00 .3352E-02
.1554E+04 .2640E+00 .2568E+00 .3318E-02
.1555E+04 .2646E+00 .2574E+00 .3323E-02
.1556E+04 .2645E+00 .2573E+00 .3316E-02
.1557E+04 .2676E+00 .2603E+00 .3350E-02
.1558E+04 .2661E+00 .2589E+00 .3327E-02
.1559E+04 .2645E+00 .2573E+00 .3301E-02
.1560E+04 .2663E+00 .2591E+00 .3320E-02
.1561E+04 .2681E+00 .2609E+00 .3338E-02
.1562E+04 .2650E+00 .2579E+00 .3292E-02
.1563E+04 .2628E+00 .2557E+00 .3261E-02
.1564E+04 .2641E+00 .2569E+00 .3272E-02
.1565E+04 .2643E+00 .2571E+00 .3272E-02
.1566E+04 .2607E+00 .2537E+00 .3222E-02
.1567E+04 .2605E+00 .2534E+00 .3214E-02
.1568E+04 .2555E+00 .2486E+00 .3141E-02
.1569E+04 .2511E+00 .2443E+00 .3068E-02
.1570E+04 .2427E+00 .2362E+00 .2931E-02
.1571E+04 .2325E+00 .2263E+00 .2772E-02
.1572E+04 .2334E+00 .2271E+00 .2785E-02
.1573E+04 .2317E+00 .2254E+00 .2760E-02
.1574E+04 .2321E+00 .2258E+00 .2785E-02
.1575E+04 .2418E+00 .2352E+00 .2934E-02
.1576E+04 .2344E+00 .2280E+00 .2824E-02
.1577E+04 .2202E+00 .2142E+00 .2624E-02
.1578E+04 .2325E+00 .2262E+00 .2769E-02
.1579E+04 .2338E+00 .2274E+00 .2774E-02
.1580E+04 .2408E+00 .2343E+00 .2872E-02
.1581E+04 .2401E+00 .2336E+00 .2868E-02
.1582E+04 .2380E+00 .2315E+00 .2848E-02
.1583E+04 .2419E+00 .2353E+00 .2898E-02
.1584E+04 .2478E+00 .2410E+00 .2979E-02
.1585E+04 .2521E+00 .2451E+00 .3033E-02
.1586E+04 .2506E+00 .2437E+00 .3014E-02
.1587E+04 .2469E+00 .2401E+00 .2967E-02
.1588E+04 .2398E+00 .2332E+00 .2885E-02
.1589E+04 .2324E+00 .2259E+00 .2793E-02
.1590E+04 .2379E+00 .2313E+00 .2854E-02
.1591E+04 .2437E+00 .2370E+00 .2921E-02
.1592E+04 .2512E+00 .2443E+00 .3003E-02
.1593E+04 .2548E+00 .2478E+00 .3046E-02
.1594E+04 .2546E+00 .2476E+00 .3036E-02
.1595E+04 .2511E+00 .2442E+00 .2992E-02
.1596E+04 .2436E+00 .2369E+00 .2898E-02
.1597E+04 .2496E+00 .2427E+00 .2960E-02
.1598E+04 .2505E+00 .2436E+00 .2965E-02
.1599E+04 .2419E+00 .2352E+00 .2843E-02
.1600E+04 .2332E+00 .2269E+00 .2719E-02
.1601E+04 .2230E+00 .2169E+00 .2574E-02
.1602E+04 .2221E+00 .2161E+00 .2554E-02
.1603E+04 .2224E+00 .2163E+00 .2551E-02
.1604E+04 .2242E+00 .2181E+00 .2579E-02
.1605E+04 .2350E+00 .2286E+00 .2731E-02
.1606E+04 .2365E+00 .2300E+00 .2756E-02
.1607E+04 .2321E+00 .2258E+00 .2683E-02
.1608E+04 .2259E+00 .2198E+00 .2587E-02
.1609E+04 .2178E+00 .2119E+00 .2487E-02
.1610E+04 .2178E+00 .2119E+00 .2496E-02
.1611E+04 .2239E+00 .2179E+00 .2569E-02
.1612E+04 .2293E+00 .2231E+00 .2637E-02
.1613E+04 .2328E+00 .2264E+00 .2679E-02
.1614E+04 .2356E+00 .2292E+00 .2718E-02
.1615E+04 .2318E+00 .2254E+00 .2675E-02
.1616E+04 .2295E+00 .2232E+00 .2649E-02
.1617E+04 .2351E+00 .2286E+00 .2710E-02
.1618E+04 .2393E+00 .2328E+00 .2759E-02
.1619E+04 .2357E+00 .2293E+00 .2712E-02
.1620E+04 .2308E+00 .2244E+00 .2656E-02
.1621E+04 .2339E+00 .2275E+00 .2688E-02
.1622E+04 .2377E+00 .2312E+00 .2728E-02
.1623E+04 .2412E+00 .2346E+00 .2766E-02
.1624E+04 .2387E+00 .2322E+00 .2731E-02
.1625E+04 .2378E+00 .2313E+00 .2717E-02
.1626E+04 .2385E+00 .2320E+00 .2720E-02
.1627E+04 .2401E+00 .2336E+00 .2736E-02
.1628E+04 .2396E+00 .2331E+00 .2724E-02
.1629E+04 .2373E+00 .2308E+00 .2696E-02
.1630E+04 .2360E+00 .2296E+00 .2676E-02
.1631E+04 .2350E+00 .2287E+00 .2658E-02
.1632E+04 .2344E+00 .2281E+00 .2649E-02
.1633E+04 .2280E+00 .2219E+00 .2566E-02
.1634E+04 .2324E+00 .2261E+00 .2621E-02
.1635E+04 .2300E+00 .2238E+00 .2580E-02
.1636E+04 .2274E+00 .2212E+00 .2553E-02
.1637E+04 .2244E+00 .2183E+00 .2519E-02
.1638E+04 .2125E+00 .2068E+00 .2363E-02
.1639E+04 .2187E+00 .2128E+00 .2444E-02
.1640E+04 .2104E+00 .2047E+00 .2324E-02
.1641E+04 .2155E+00 .2097E+00 .2394E-02
.1642E+04 .2190E+00 .2131E+00 .2433E-02
.1643E+04 .2098E+00 .2042E+00 .2301E-02
.1644E+04 .2193E+00 .2135E+00 .2433E-02
.1645E+04 .2162E+00 .2104E+00 .2381E-02
.1646E+04 .2136E+00 .2079E+00 .2338E-02
.1647E+04 .2240E+00 .2180E+00 .2477E-02
.1648E+04 .2112E+00 .2056E+00 .2302E-02
.1649E+04 .2179E+00 .2120E+00 .2393E-02
.1650E+04 .2203E+00 .2144E+00 .2421E-02
.1651E+04 .2075E+00 .2020E+00 .2244E-02
